"","id","starttime","endtime","startrating","endrating","time"
"799",223,0.568694197729454,2.27235718914522,"B3","C",1.70366299141576
"800",223,2.27235718914522,10.9476323941725,"C","D",8.6752752050273
"801",224,0,1.25115963696277,"A1","A3",1.25115963696277
"802",224,1.25115963696277,10.9822173500063,"A3","A2",9.73105771304349
"803",224,10.9822173500063,20,"A2","A2",9.01778264999374
"804",225,0,0.299847055407329,"C","B3",0.299847055407329
"805",225,0.299847055407329,1.92519295501234,"B3","B2",1.62534589960501
"806",225,1.92519295501234,2.40650106099832,"B2","B3",0.481308105985979
"807",225,2.40650106099832,2.41821712106644,"B3","B2",0.0117160600681205
"808",225,2.41821712106644,6.40245875222527,"B2","B3",3.98424163115883
"809",225,6.40245875222527,14.337831529523,"B3","B2",7.93537277729769
"810",225,14.337831529523,16.0954681723199,"B2","B3",1.75763664279695
"811",225,16.0954681723199,20,"B3","B3",3.9045318276801
"812",226,0,8.57827377732571,"B2","B3",8.57827377732571
"813",226,8.57827377732571,13.6121109685417,"B3","C",5.03383719121597
"814",226,13.6121109685417,13.6443170278816,"C","B3",0.0322060593399147
"815",226,13.6443170278816,16.2512966037909,"B3","B2",2.60697957590933
"816",226,16.2512966037909,19.8273223684614,"B2","B1",3.5760257646705
"817",226,19.8273223684614,20,"B1","B1",0.17267763153858
"818",227,0,20,"A1","A1",20
"819",228,0,9.77528801083931,"B1","B2",9.77528801083931
"820",228,9.77528801083931,19.626742923688,"B2","B3",9.85145491284871
"821",228,19.626742923688,20,"B3","B3",0.37325707631198
"822",229,0,10.4502312078995,"A2","A3",10.4502312078995
"823",229,10.4502312078995,10.691606761849,"A3","A2",0.241375553949561
"824",229,10.691606761849,20,"A2","A2",9.30839323815096
"825",230,0,1.10591092872405,"B2","C",1.10591092872405
"826",230,1.10591092872405,15.7070356712173,"C","D",14.6011247424932
"827",231,0,20,"A2","A2",20
"828",232,0,7.40777891630494,"B2","B3",7.40777891630494
"829",232,7.40777891630494,12.8890784655896,"B3","D",5.48129954928466
"830",233,0,7.08962465390673,"B1","B2",7.08962465390673
"831",233,7.08962465390673,7.45441191091775,"B2","B1",0.364787257011015
"832",233,7.45441191091775,14.5603831791026,"B1","A3",7.10597126818483
"833",233,14.5603831791026,16.5365273849277,"A3","A2",1.97614420582509
"834",233,16.5365273849277,20,"A2","A2",3.46347261507233
"835",234,0,20,"B1","B1",20
"836",235,0,4.60899713131783,"B1","A3",4.60899713131783
"837",235,4.60899713131783,5.74114118979788,"A3","A2",1.13214405848005
"838",235,5.74114118979788,14.6775217039954,"A2","A3",8.9363805141975
"839",235,14.6775217039954,14.8727825831035,"A3","B1",0.195260879108089
"840",235,14.8727825831035,20,"B1","B1",5.12721741689654
"841",236,0,0.774080214514481,"B1","B2",0.774080214514481
"842",236,0.774080214514481,6.91415865921763,"B2","B3",6.14007844470315
"843",236,6.91415865921763,16.1463530996028,"B3","C",9.23219444038517
"844",236,16.1463530996028,16.3485677398157,"C","B1",0.202214640212947
"845",236,16.3485677398157,20,"B1","B1",3.65143226018425
"846",237,0,20,"A1","A1",20
"847",238,0,0.639141484456834,"A1","A2",0.639141484456834
"848",238,0.639141484456834,11.9370297442041,"A2","A3",11.2978882597472
"849",238,11.9370297442041,14.6043881858826,"A3","A2",2.66735844167854
"850",238,14.6043881858826,20,"A2","A2",5.3956118141174
"851",239,0,19.9510875112975,"A3","A2",19.9510875112975
"852",239,19.9510875112975,20,"A2","A2",0.0489124887024914
"853",240,0,1.55950384252817,"B1","B3",1.55950384252817
"854",240,1.55950384252817,6.38586012450584,"B3","C",4.82635628197767
"855",240,6.38586012450584,9.66842085272069,"C","D",3.28256072821485
"856",241,0,20,"A1","A1",20
"857",242,0,2.69783962727334,"B2","B3",2.69783962727334
"858",242,2.69783962727334,5.41250786744959,"B3","C",2.71466824017625
"859",242,5.41250786744959,6.8317658746819,"C","D",1.4192580072323
"860",243,0,3.15985448562216,"A2","A3",3.15985448562216
"861",243,3.15985448562216,4.02925121504244,"A3","B1",0.869396729420286
"862",243,4.02925121504244,4.52150197885908,"B1","A3",0.49225076381664
"863",243,4.52150197885908,19.8486171237506,"A3","A2",15.3271151448915
"864",243,19.8486171237506,20,"A2","A2",0.151382876249443
"865",244,0,2.79144214402117,"A3","B1",2.79144214402117
"866",244,2.79144214402117,5.54292912232112,"B1","A3",2.75148697829995
"867",244,5.54292912232112,9.26818376971072,"A3","A2",3.72525464738961
"868",244,9.26818376971072,10.0279016225934,"A2","A1",0.7597178528827
"869",244,10.0279016225934,20,"A1","A1",9.97209837740658
"870",245,0,10.8920564828525,"A3","B1",10.8920564828525
"871",245,10.8920564828525,11.1948900172493,"B1","B3",0.302833534396763
"872",245,11.1948900172493,13.8583523680909,"B3","B2",2.66346235084165
"873",245,13.8583523680909,17.4295522537608,"B2","B1",3.57119988566983
"874",245,17.4295522537608,20,"B1","B1",2.57044774623925
"875",246,0,20,"A1","A1",20
"876",247,0,2.39858553881235,"A2","A3",2.39858553881235
"877",247,2.39858553881235,17.1344529723205,"A3","B1",14.7358674335081
"878",247,17.1344529723205,20,"B1","B1",2.8655470276795
"879",248,0,2.08828176174018,"B2","B3",2.08828176174018
"880",248,2.08828176174018,4.85574205004057,"B3","C",2.76746028830039
"881",248,4.85574205004057,5.82058595770704,"C","B3",0.964843907666474
"882",248,5.82058595770704,7.08047967080227,"B3","C",1.25989371309522
"883",248,7.08047967080227,7.53925975270031,"C","B3",0.458780081898039
"884",248,7.53925975270031,13.0563734987205,"B3","B2",5.51711374602021
"885",248,13.0563734987205,17.6019810341245,"B2","B1",4.54560753540394
"886",248,17.6019810341245,20,"B1","B1",2.39801896587554
"887",249,0,1.45646190077402,"B2","B1",1.45646190077402
"888",249,1.45646190077402,4.28140931174128,"B1","B2",2.82494741096726
"889",249,4.28140931174128,6.46548620443942,"B2","B1",2.18407689269814
"890",249,6.46548620443942,6.84902204550342,"B1","B2",0.383535841063994
"891",249,6.84902204550342,8.01252624545208,"B2","B1",1.16350419994866
"892",249,8.01252624545208,14.9671321581791,"B1","B3",6.954605912727
"893",249,14.9671321581791,16.3358439487241,"B3","C",1.368711790545
"894",249,16.3358439487241,19.1157692731193,"C","B3",2.7799253243952
"895",249,19.1157692731193,20,"B3","B3",0.884230726880716
"896",250,0,3.92191357928727,"B2","B1",3.92191357928727
"897",250,3.92191357928727,4.52027358729336,"B1","B2",0.598360008006093
"898",250,4.52027358729336,10.8551100673268,"B2","C",6.33483648003348
"899",250,10.8551100673268,12.0284561500804,"C","B2",1.17334608275358
"900",250,12.0284561500804,12.3751589212953,"B2","B1",0.34670277121487
"901",250,12.3751589212953,20,"B1","B1",7.62484107870471
"902",251,0,4.6265620938632,"B2","B1",4.6265620938632
"903",251,4.6265620938632,6.52358364305965,"B1","B2",1.89702154919645
"904",251,6.52358364305965,7.21473818113217,"B2","B1",0.69115453807252
"905",251,7.21473818113217,20,"B1","B1",12.7852618188678
"906",252,0,0.596082394421207,"A2","A3",0.596082394421207
"907",252,0.596082394421207,0.818603483572726,"A3","B1",0.222521089151519
"908",252,0.818603483572726,1.61086890842683,"B1","A3",0.7922654248541
"909",252,1.61086890842683,8.9001941834313,"A3","B1",7.28932527500447
"910",252,8.9001941834313,9.08916527616177,"B1","B2",0.188971092730476
"911",252,9.08916527616177,12.1939461047923,"B2","C",3.10478082863052
"912",252,12.1939461047923,20,"C","C",7.8060538952077
"913",253,0,3.76924180878409,"B2","B1",3.76924180878409
"914",253,3.76924180878409,20,"B1","B1",16.2307581912159
"915",254,0,9.35405168491232,"B1","B2",9.35405168491232
"916",254,9.35405168491232,10.4853388584536,"B2","B1",1.13128717354127
"917",254,10.4853388584536,20,"B1","B1",9.51466114154641
"918",255,0,2.62787510204668,"A3","A2",2.62787510204668
"919",255,2.62787510204668,14.6421736382769,"A2","A3",12.0142985362302
"920",255,14.6421736382769,20,"A3","A3",5.35782636172312
"921",256,0,2.74857675122417,"B1","B2",2.74857675122417
"922",256,2.74857675122417,7.21077279710565,"B2","B1",4.46219604588148
"923",256,7.21077279710565,20,"B1","B1",12.7892272028944
"924",257,0,3.67106282947265,"A3","B1",3.67106282947265
"925",257,3.67106282947265,15.8131502742783,"B1","A3",12.1420874448057
"926",257,15.8131502742783,20,"A3","A3",4.18684972572166
"927",258,0,20,"A3","A3",20
"928",259,0,4.90019592906184,"B2","B1",4.90019592906184
"929",259,4.90019592906184,5.02223230493119,"B1","B3",0.122036375869346
"930",259,5.02223230493119,13.0679453046372,"B3","B2",8.04571299970606
"931",259,13.0679453046372,16.4672745450346,"B2","B3",3.39932924039737
"932",259,16.4672745450346,20,"B3","B3",3.53272545496538
"933",260,0,1.15973025612928,"A2","B1",1.15973025612928
"934",260,1.15973025612928,5.77350129155947,"B1","C",4.61377103543019
"935",260,5.77350129155947,12.711476509855,"C","B2",6.93797521829556
"936",260,12.711476509855,14.5577056305949,"B2","B1",1.84622912073984
"937",260,14.5577056305949,20,"B1","B1",5.44229436940513
"938",261,0,0.848737599100897,"B2","B1",0.848737599100897
"939",261,0.848737599100897,17.2062121761471,"B1","B2",16.3574745770462
"940",261,17.2062121761471,17.9297276066752,"B2","B1",0.723515430528074
"941",261,17.9297276066752,20,"B1","B1",2.07027239332479
"942",262,0,8.0282916016274,"B2","B3",8.0282916016274
"943",262,8.0282916016274,15.020437629144,"B3","B2",6.99214602751656
"944",262,15.020437629144,20,"B2","B2",4.97956237085604
"945",263,0,12.8263871655061,"A2","A3",12.8263871655061
"946",263,12.8263871655061,16.1126679974869,"A3","A2",3.28628083198086
"947",263,16.1126679974869,20,"A2","A2",3.88733200251306
"948",264,0,4.87471865551603,"C","B3",4.87471865551603
"949",264,4.87471865551603,5.99366806245251,"B3","B2",1.11894940693647
"950",264,5.99366806245251,10.8114034770846,"B2","C",4.81773541463211
"951",264,10.8114034770846,14.7699107053897,"C","B3",3.95850722830504
"952",264,14.7699107053897,20,"B3","B3",5.23008929461035
"953",265,0,1.50639253099104,"C","B2",1.50639253099104
"954",265,1.50639253099104,1.9752242864033,"B2","C",0.468831755412258
"955",265,1.9752242864033,4.50210320045344,"C","B2",2.52687891405014
"956",265,4.50210320045344,6.60533238672276,"B2","B1",2.10322918626932
"957",265,6.60533238672276,13.0510502248387,"B1","A3",6.44571783811592
"958",265,13.0510502248387,20,"A3","A3",6.94894977516132
"959",266,0,12.5603801698368,"C","D",12.5603801698368
"960",267,0,6.01499648210526,"A1","A2",6.01499648210526
"961",267,6.01499648210526,11.6075247882666,"A2","A3",5.59252830616139
"962",267,11.6075247882666,20,"A3","A3",8.39247521173335
"963",268,0,0.568373647560558,"B1","B2",0.568373647560558
"964",268,0.568373647560558,9.12018933481003,"B2","B3",8.55181568724947
"965",268,9.12018933481003,9.94898301203047,"B3","B1",0.828793677220437
"966",268,9.94898301203047,20,"B1","B1",10.0510169879695
"967",269,0,0.48571729873794,"B1","A3",0.48571729873794
"968",269,0.48571729873794,4.49334152538129,"A3","A2",4.00762422664335
"969",269,4.49334152538129,4.67052937304639,"A2","A3",0.177187847665095
"970",269,4.67052937304639,10.229795401204,"A3","B1",5.5592660281576
"971",269,10.229795401204,19.6963723911962,"B1","A3",9.46657698999225
"972",269,19.6963723911962,20,"A3","A3",0.303627608803765
"973",270,0,20,"A2","A2",20
"974",271,0,3.09746052273295,"C","B1",3.09746052273295
"975",271,3.09746052273295,20,"B1","B1",16.902539477267
"976",272,0,1.11666967089296,"B1","A3",1.11666967089296
"977",272,1.11666967089296,7.9152319335285,"A3","B1",6.79856226263554
"978",272,7.9152319335285,20,"B1","B1",12.0847680664715
"979",273,0,7.25421329772025,"B2","B3",7.25421329772025
"980",273,7.25421329772025,20,"B3","B3",12.7457867022798
"981",274,0,4.52711982370999,"B3","B2",4.52711982370999
"982",274,4.52711982370999,9.72927228270319,"B2","B3",5.2021524589932
"983",274,9.72927228270319,12.3934502283132,"B3","C",2.66417794561003
"984",274,12.3934502283132,12.6728969086673,"C","D",0.279446680354049
"985",275,0,2.17791215941618,"B3","C",2.17791215941618
"986",275,2.17791215941618,2.50642774049216,"C","D",0.328515581075973
"987",276,0,0.904114513296879,"B2","B3",0.904114513296879
"988",276,0.904114513296879,7.5729720520964,"B3","B2",6.66885753879952
"989",276,7.5729720520964,11.0434643371452,"B2","B3",3.47049228504883
"990",276,11.0434643371452,14.8014808921767,"B3","B2",3.75801655503147
"991",276,14.8014808921767,15.9458843509255,"B2","B1",1.1444034587488
"992",276,15.9458843509255,20,"B1","B1",4.05411564907449
"993",277,0,3.07780869705428,"B1","B2",3.07780869705428
"994",277,3.07780869705428,14.5461284658299,"B2","B3",11.4683197687757
"995",277,14.5461284658299,14.5704511999927,"B3","C",0.0243227341627463
"996",277,14.5704511999927,16.5259848059583,"C","D",1.95553360596558
"997",278,0,4.50036679897682,"B3","B2",4.50036679897682
"998",278,4.50036679897682,16.1058776375801,"B2","C",11.6055108386033
"999",278,16.1058776375801,16.3404239119301,"C","D",0.234546274350002
"1000",279,0,4.3135302643031,"A3","A2",4.3135302643031
"1001",279,4.3135302643031,5.69632821772016,"A2","A3",1.38279795341707
"1002",279,5.69632821772016,13.1803310105313,"A3","B1",7.48400279281118
"1003",279,13.1803310105313,16.4960338621554,"B1","B2",3.31570285162407
"1004",279,16.4960338621554,18.8138484614542,"B2","B3",2.31781459929877
"1005",279,18.8138484614542,19.8658444884614,"B3","C",1.05199602700722
"1006",279,19.8658444884614,20,"C","C",0.134155511538609
"1007",280,0,2.92721869033952,"B1","C",2.92721869033952
"1008",280,2.92721869033952,5.13526451065017,"C","B3",2.20804582031065
"1009",280,5.13526451065017,6.3469605168544,"B3","C",1.21169600620423
"1010",280,6.3469605168544,7.05773227432195,"C","B3",0.710771757467549
"1011",280,7.05773227432195,7.07706069553381,"B3","C",0.0193284212118678
"1012",280,7.07706069553381,9.98875381245017,"C","B3",2.91169311691636
"1013",280,9.98875381245017,11.6773923769872,"B3","C",1.68863856453703
"1014",280,11.6773923769872,11.9952628610477,"C","D",0.317870484060485
"1015",281,0,0.556199928285495,"B1","B2",0.556199928285495
"1016",281,0.556199928285495,6.07297200489079,"B2","B3",5.5167720766053
"1017",281,6.07297200489079,10.5762684641116,"B3","C",4.50329645922076
"1018",281,10.5762684641116,17.3287682018608,"C","B1",6.75249973774923
"1019",281,17.3287682018608,19.6088491310807,"B1","B2",2.28008092921997
"1020",281,19.6088491310807,20,"B2","B2",0.391150868919251
"1021",282,0,0.773395188031334,"B3","B2",0.773395188031334
"1022",282,0.773395188031334,2.12248506109769,"B2","B1",1.34908987306635
"1023",282,2.12248506109769,8.78645062919846,"B1","B2",6.66396556810078
"1024",282,8.78645062919846,10.1816071220589,"B2","B1",1.39515649286044
"1025",282,10.1816071220589,20,"B1","B1",9.8183928779411
"1026",283,0,11.8638469553815,"B3","C",11.8638469553815
"1027",283,11.8638469553815,13.7053709013986,"C","D",1.8415239460171
"1028",284,0,20,"A2","A2",20
"1029",285,0,6.66026064168282,"B1","B2",6.66026064168282
"1030",285,6.66026064168282,7.85866480881865,"B2","B3",1.19840416713583
"1031",285,7.85866480881865,10.1403528071831,"B3","B2",2.28168799836448
"1032",285,10.1403528071831,17.4003270634603,"B2","B1",7.25997425627722
"1033",285,17.4003270634603,18.165971746374,"B1","B3",0.765644682913631
"1034",285,18.165971746374,20,"B3","B3",1.83402825362602
"1035",286,0,20,"A2","A2",20
"1036",287,0,7.70993461180428,"B1","B3",7.70993461180428
"1037",287,7.70993461180428,8.38193277425335,"B3","C",0.671998162449071
"1038",287,8.38193277425335,9.75529936331021,"C","B3",1.37336658905686
"1039",287,9.75529936331021,20,"B3","B3",10.2447006366898
"1040",288,0,3.99243472550759,"C","D",3.99243472550759
"1041",289,0,0.122453854110331,"B2","B3",0.122453854110331
"1042",289,0.122453854110331,2.69994783530436,"B3","B2",2.57749398119403
"1043",289,2.69994783530436,2.73162914094413,"B2","B3",0.0316813056397631
"1044",289,2.73162914094413,9.7147612440165,"B3","D",6.98313210307237
"1045",290,0,20,"A3","A3",20
"1046",291,0,20,"A1","A1",20
"1047",292,0,4.09019577097368,"B2","B3",4.09019577097368
"1048",292,4.09019577097368,4.31878798559858,"B3","A3",0.228592214624899
"1049",292,4.31878798559858,10.5255318448965,"A3","A2",6.2067438592979
"1050",292,10.5255318448965,17.9369506866701,"A2","A3",7.41141884177367
"1051",292,17.9369506866701,19.765884687969,"A3","B1",1.82893400129886
"1052",292,19.765884687969,20,"B1","B1",0.234115312030998
"1053",293,0,17.9969348479389,"B1","B2",17.9969348479389
"1054",293,17.9969348479389,19.3275822977834,"B2","B3",1.33064744984454
"1055",293,19.3275822977834,20,"B3","B3",0.672417702216585
"1056",294,0,12.8102354260781,"B2","B3",12.8102354260781
"1057",294,12.8102354260781,20,"B3","B3",7.18976457392193
"1058",295,0,3.15885657579521,"B2","B1",3.15885657579521
"1059",295,3.15885657579521,10.8236294492314,"B1","B2",7.66477287343618
"1060",295,10.8236294492314,11.7835220627482,"B2","B1",0.959892613516791
"1061",295,11.7835220627482,19.2768765147156,"B1","A3",7.49335445196745
"1062",295,19.2768765147156,20,"A3","A3",0.723123485284372
"1063",296,0,10.3578210612874,"A1","A2",10.3578210612874
"1064",296,10.3578210612874,12.9660026705999,"A2","A3",2.60818160931254
"1065",296,12.9660026705999,14.3610544424656,"A3","B1",1.39505177186566
"1066",296,14.3610544424656,19.2276373304367,"B1","B2",4.86658288797107
"1067",296,19.2276373304367,20,"B2","B2",0.772362669563329
"1068",297,0,20,"A1","A1",20
"1069",298,0,20,"A1","A1",20
"1070",299,0,20,"A2","A2",20
"1071",300,0,8.27393142105358,"A3","B1",8.27393142105358
"1072",300,8.27393142105358,8.93434434809104,"B1","B3",0.660412927037457
"1073",300,8.93434434809104,10.1366976554508,"B3","C",1.20235330735977
"1074",300,10.1366976554508,10.9801295341431,"C","B2",0.843431878692282
"1075",300,10.9801295341431,12.0507196723969,"B2","B3",1.07059013825383
"1076",300,12.0507196723969,13.3004025366549,"B3","B2",1.24968286425795
"1077",300,13.3004025366549,15.7591982865211,"B2","B3",2.45879574986625
"1078",300,15.7591982865211,20,"B3","B3",4.24080171347888
"1079",301,0,20,"A1","A1",20
"1080",302,0,9.99291983443649,"B1","B2",9.99291983443649
"1081",302,9.99291983443649,11.1774583243278,"B2","B3",1.1845384898913
"1082",302,11.1774583243278,12.981202221847,"B3","C",1.80374389751922
"1083",302,12.981202221847,17.0859699281921,"C","B1",4.1047677063451
"1084",302,17.0859699281921,18.6029401466464,"B1","A3",1.51697021845426
"1085",302,18.6029401466464,19.8106561739427,"A3","B1",1.20771602729631
"1086",302,19.8106561739427,20,"B1","B1",0.189343826057307
"1087",303,0,0.983068661746905,"A3","B1",0.983068661746905
"1088",303,0.983068661746905,12.9911581887365,"B1","B2",12.0080895269896
"1089",303,12.9911581887365,14.4994007306019,"B2","C",1.50824254186537
"1090",303,14.4994007306019,20,"C","C",5.50059926939808
"1091",304,0,2.51064808907938,"B3","B2",2.51064808907938
"1092",304,2.51064808907938,4.58763347791681,"B2","B3",2.07698538883742
"1093",304,4.58763347791681,13.7265523179585,"B3","B2",9.13891884004167
"1094",304,13.7265523179585,20,"B2","B2",6.27344768204152
"1095",305,0,20,"A1","A1",20
"1096",306,0,4.66994084289163,"C","D",4.66994084289163
"1097",307,0,1.45803763804736,"B3","B1",1.45803763804736
"1098",307,1.45803763804736,3.19862592344721,"B1","A3",1.74058828539985
"1099",307,3.19862592344721,20,"A3","A3",16.8013740765528
"1100",308,0,11.2934788326139,"B1","B2",11.2934788326139
"1101",308,11.2934788326139,11.7710565543229,"B2","B1",0.477577721709009
"1102",308,11.7710565543229,20,"B1","B1",8.22894344567705
"1103",309,0,0.770604288259274,"B1","B2",0.770604288259274
"1104",309,0.770604288259274,2.01173073493249,"B2","B1",1.24112644667322
"1105",309,2.01173073493249,2.6522242227587,"B1","C",0.640493487826211
"1106",309,2.6522242227587,4.41143957717768,"C","D",1.75921535441898
"1107",310,0,0.321471794626915,"B2","B3",0.321471794626915
"1108",310,0.321471794626915,4.4486433807928,"B3","C",4.12717158616589
"1109",310,4.4486433807928,11.2964358581411,"C","D",6.84779247734826
"1110",311,0,1.0951850705735,"C","D",1.0951850705735
"1111",312,0,15.7861572540837,"A1","A3",15.7861572540837
"1112",312,15.7861572540837,15.9877625780479,"A3","A2",0.201605323964245
"1113",312,15.9877625780479,20,"A2","A2",4.0122374219521
"1114",313,0,1.4669336222119,"B2","B1",1.4669336222119
"1115",313,1.4669336222119,10.9736202971222,"B1","A3",9.50668667491029
"1116",313,10.9736202971222,18.1325410217695,"A3","B1",7.15892072464729
"1117",313,18.1325410217695,19.7634511552614,"B1","A3",1.63091013349193
"1118",313,19.7634511552614,20,"A3","A3",0.236548844738582
"1119",314,0,4.41683883866663,"B1","B3",4.41683883866663
"1120",314,4.41683883866663,4.60805307869764,"B3","C",0.19121424003101
"1121",314,4.60805307869764,8.06363762179229,"C","D",3.45558454309466
"1122",315,0,14.5830166859699,"A3","B1",14.5830166859699
"1123",315,14.5830166859699,20,"B1","B1",5.41698331403009
"1124",316,0,2.7957560598127,"A3","A2",2.7957560598127
"1125",316,2.7957560598127,4.39855078873244,"A2","A3",1.60279472891974
"1126",316,4.39855078873244,9.73321011499911,"A3","A2",5.33465932626667
"1127",316,9.73321011499911,13.8260281662307,"A2","A3",4.09281805123164
"1128",316,13.8260281662307,20,"A3","A3",6.17397183376925
"1129",317,0,20,"A1","A1",20
"1130",318,0,9.72869916486089,"C","D",9.72869916486089
"1131",319,0,4.88190943986553,"B2","C",4.88190943986553
"1132",319,4.88190943986553,6.39907814677579,"C","B3",1.51716870691026
"1133",319,6.39907814677579,10.7647529652468,"B3","B2",4.36567481847104
"1134",319,10.7647529652468,19.0865159200526,"B2","B1",8.32176295480582
"1135",319,19.0865159200526,20,"B1","B1",0.913484079947352
"1136",320,0,20,"B1","B1",20
"1137",321,0,1.15591266753547,"B2","C",1.15591266753547
"1138",321,1.15591266753547,4.10970575213232,"C","B2",2.95379308459684
"1139",321,4.10970575213232,8.79587748264809,"B2","B3",4.68617173051578
"1140",321,8.79587748264809,12.9257960057945,"B3","B2",4.12991852314637
"1141",321,12.9257960057945,16.9683357978069,"B2","B3",4.04253979201242
"1142",321,16.9683357978069,20,"B3","B3",3.03166420219312
"1143",322,0,10.0121752980178,"B1","B2",10.0121752980178
"1144",322,10.0121752980178,14.4376618172274,"B2","B3",4.42548651920954
"1145",322,14.4376618172274,14.6590495183553,"B3","C",0.221387701127956
"1146",322,14.6590495183553,20,"C","C",5.34095048164468
"1147",323,0,1.68298008510011,"B1","A3",1.68298008510011
"1148",323,1.68298008510011,12.117446116192,"A3","A2",10.4344660310919
"1149",323,12.117446116192,19.4237893562142,"A2","A3",7.30634324002214
"1150",323,19.4237893562142,20,"A3","A3",0.576210643785821
"1151",324,0,0.323151468915701,"B1","B2",0.323151468915701
"1152",324,0.323151468915701,1.76616187408303,"B2","B3",1.44301040516733
"1153",324,1.76616187408303,2.19581430987228,"B3","C",0.429652435789248
"1154",324,2.19581430987228,12.9154170259792,"C","D",10.7196027161069
"1155",325,0,7.30898809982637,"B2","B3",7.30898809982637
"1156",325,7.30898809982637,7.46404963632371,"B3","B1",0.155061536497344
"1157",325,7.46404963632371,20,"B1","B1",12.5359503636763
"1158",326,0,1.19896401761509,"B3","C",1.19896401761509
"1159",326,1.19896401761509,2.22630063011053,"C","D",1.02733661249545
"1160",327,0,1.09811781248013,"B2","B1",1.09811781248013
"1161",327,1.09811781248013,5.66147984951751,"B1","B2",4.56336203703737
"1162",327,5.66147984951751,7.14975683904918,"B2","B1",1.48827698953167
"1163",327,7.14975683904918,13.2413133580475,"B1","B2",6.09155651899832
"1164",327,13.2413133580475,20,"B2","B2",6.7586866419525
"1165",328,0,3.8686699197569,"B3","D",3.8686699197569
"1166",329,0,4.41378233448772,"B2","B3",4.41378233448772
"1167",329,4.41378233448772,9.36836329461747,"B3","C",4.95458096012975
"1168",329,9.36836329461747,10.9887371240716,"C","D",1.62037382945415
"1169",330,0,1.91128279409503,"C","B3",1.91128279409503
"1170",330,1.91128279409503,6.51249702653762,"B3","C",4.60121423244259
"1171",330,6.51249702653762,9.01571973352917,"C","D",2.50322270699155
"1172",331,0,11.8116591778082,"A2","A3",11.8116591778082
"1173",331,11.8116591778082,20,"A3","A3",8.18834082219185
"1174",332,0,1.65021752864057,"A2","A3",1.65021752864057
"1175",332,1.65021752864057,18.9757420496725,"A3","B1",17.325524521032
"1176",332,18.9757420496725,20,"B1","B1",1.02425795032745
"1177",333,0,7.6992203263037,"A1","A2",7.6992203263037
"1178",333,7.6992203263037,20,"A2","A2",12.3007796736963
"1179",334,0,1.31229319877557,"B1","B2",1.31229319877557
"1180",334,1.31229319877557,12.5464408447096,"B2","B1",11.234147645934
"1181",334,12.5464408447096,14.9800547428146,"B1","B2",2.43361389810508
"1182",334,14.9800547428146,18.1846261687043,"B2","B1",3.20457142588961
"1183",334,18.1846261687043,20,"B1","B1",1.81537383129574
"1184",335,0,12.0149291373236,"A3","B1",12.0149291373236
"1185",335,12.0149291373236,16.6151240163001,"B1","A3",4.60019487897659
"1186",335,16.6151240163001,18.8161331713416,"A3","B1",2.20100915504143
"1187",335,18.8161331713416,20,"B1","B1",1.18386682865843
"1188",336,0,2.0259978522363,"A2","A1",2.0259978522363
"1189",336,2.0259978522363,8.32730190091135,"A1","A2",6.30130404867505
"1190",336,8.32730190091135,9.12437620364545,"A2","A3",0.797074302734105
"1191",336,9.12437620364545,10.4853256249821,"A3","B1",1.3609494213366
"1192",336,10.4853256249821,14.977582535965,"B1","A3",4.49225691098294
"1193",336,14.977582535965,20,"A3","A3",5.02241746403501
"1194",337,0,5.24012686308901,"A3","B1",5.24012686308901
"1195",337,5.24012686308901,7.07131358892274,"B1","B2",1.83118672583373
"1196",337,7.07131358892274,10.9650038121327,"B2","B3",3.89369022320992
"1197",337,10.9650038121327,20,"B3","B3",9.03499618786734
"1198",338,0,7.5567207006847,"B1","B2",7.5567207006847
"1199",338,7.5567207006847,10.6655900301844,"B2","B3",3.10886932949972
"1200",338,10.6655900301844,10.899835264357,"B3","B2",0.234245234172571
"1201",338,10.899835264357,14.8402784000799,"B2","C",3.94044313572286
"1202",338,14.8402784000799,15.9775498994285,"C","D",1.13727149934861
"1203",339,0,7.91041994855218,"A3","B1",7.91041994855218
"1204",339,7.91041994855218,9.20217635376102,"B1","B3",1.29175640520884
"1205",339,9.20217635376102,12.0776629640302,"B3","C",2.87548661026921
"1206",339,12.0776629640302,14.2517025229319,"C","B3",2.17403955890164
"1207",339,14.2517025229319,17.2133024572577,"B3","D",2.96159993432582
"1208",340,0,1.83349360808814,"B2","C",1.83349360808814
"1209",340,1.83349360808814,5.48997855333434,"C","B3",3.6564849452462
"1210",340,5.48997855333434,13.052753154456,"B3","B1",7.56277460112164
"1211",340,13.052753154456,20,"B1","B1",6.94724684554402
"1212",341,0,7.14742431775091,"B1","A3",7.14742431775091
"1213",341,7.14742431775091,11.2565097025026,"A3","B1",4.10908538475172
"1214",341,11.2565097025026,12.3883169668219,"B1","B2",1.13180726431923
"1215",341,12.3883169668219,13.9377600709969,"B2","B3",1.54944310417509
"1216",341,13.9377600709969,17.8572683215428,"B3","B2",3.91950825054585
"1217",341,17.8572683215428,20,"B2","B2",2.14273167845721
"1218",342,0,2.74442283901169,"C","D",2.74442283901169
"1219",343,0,0.714294717246472,"B1","B2",0.714294717246472
"1220",343,0.714294717246472,4.91896081294819,"B2","C",4.20466609570172
"1221",343,4.91896081294819,8.23863033022926,"C","D",3.31966951728107
"1222",344,0,2.29892511173116,"B2","B3",2.29892511173116
"1223",344,2.29892511173116,4.1968796928539,"B3","C",1.89795458112274
