id,start.date,start.rating,end.date,end.rating,time,start.year,end.year,,
386,38533,7,38716,7,183,2005,2005,,
387,36524,3,38716,3,2192,1999,2005,,
388,37458,3,38716,3,1258,2002,2005,,
389,36310,3,37406,3,1096,1999,2002,,
389,37406,3,38716,3,1310,2002,2005,,
390,36301,2,37551,3,1250,1999,2002,,
390,37551,3,37985,2,434,2002,2003,,
390,37985,2,38716,2,731,2003,2005,,
391,36790,3,37620,2,830,2000,2002,,
392,36890,3,38716,3,1826,2000,2005,,
393,36890,6,37255,5,365,2000,2001,,
393,37255,5,37620,5,365,2001,2002,,
393,37620,5,38251,5,631,2002,2004,,
393,38251,5,38716,5,465,2004,2005,,
394,38189,6,38220,5,31,2004,2004,,
394,38220,5,38716,5,496,2004,2005,,
396,36890,4,37255,3,365,2000,2001,,
396,37255,3,38499,3,1244,2001,2005,,
396,38499,3,38716,3,217,2005,2005,,
397,37397,3,38716,3,1319,2002,2005,,
398,37063,2,38716,2,1653,2001,2005,,
401,36301,4,38128,3,1827,1999,2004,,
401,38128,3,38251,3,123,2004,2004,,
401,38251,3,38716,3,465,2004,2005,,
403,36463,4,38128,4,1665,1999,2004,,
403,38128,4,38502,3,374,2004,2005,,
403,38502,3,38716,3,214,2005,2005,,
404,36667,2,38716,2,2049,2000,2005,,
405,36676,2,38716,2,2040,2000,2005,,
406,36310,7,38716,8,2406,1999,2005,,
409,37620,3,38351,2,731,2002,2004,,
409,38351,2,38716,2,365,2004,2005,,
411,36301,6,36524,6,223,1999,1999,,
411,36524,6,37255,6,731,1999,2001,,
412,36304,5,36768,4,464,1999,2000,,
412,36768,4,37590,4,822,2000,2002,,
413,36310,3,36890,2,580,1999,2000,,
413,36890,2,38716,2,1826,2000,2005,,
414,37762,2,38229,2,467,2003,2004,,
414,38229,2,38716,2,487,2004,2005,,
415,36371,2,38716,2,2345,1999,2005,,
416,37032,3,38716,3,1684,2001,2005,,
417,36799,3,38716,3,1917,2000,2005,,
418,37255,2,38716,2,1461,2001,2005,,
419,37255,2,38716,2,1461,2001,2005,,
421,36890,4,37498,5,608,2000,2002,,
421,37498,5,38716,5,1218,2002,2005,,
422,36332,5,36676,4,344,1999,2000,,
422,36676,4,37093,4,417,2000,2001,,
422,37093,4,37404,4,311,2001,2002,,
422,37404,4,38716,4,1312,2002,2005,,
423,38351,4,38716,4,365,2004,2005,,
424,36887,2,37762,3,875,2000,2003,,
424,37762,3,38716,3,954,2003,2005,,
425,36676,2,37620,3,944,2000,2002,,
425,37620,3,37771,3,151,2002,2003,,
425,37771,3,38716,3,945,2003,2005,,
426,37255,3,37985,3,730,2001,2003,,
426,37985,3,38716,3,731,2003,2005,,
427,36829,3,38716,3,1887,2000,2005,,
428,37194,3,38716,3,1522,2001,2005,,
429,37437,4,38716,4,1279,2002,2005,,
430,36829,2,37428,3,599,2000,2002,,
430,37428,3,37762,3,334,2002,2003,,
430,37762,3,38716,3,954,2003,2005,,
431,36860,2,37406,3,546,2000,2002,,
431,37406,3,37832,3,426,2002,2003,,
431,37832,3,38716,3,884,2003,2005,,
432,37164,3,38716,3,1552,2001,2005,,
433,36460,5,36890,6,430,1999,2000,,
433,36890,6,37255,5,365,2000,2001,,
433,37255,5,37462,5,207,2001,2002,,
434,37985,3,38716,3,731,2003,2005,,
435,37032,2,37255,3,223,2001,2001,,
435,37255,3,37397,4,142,2001,2002,,
435,37397,4,37398,5,1,2002,2002,,
435,37398,5,37467,3,69,2002,2002,,
435,37467,3,37620,4,153,2002,2002,,
435,37620,4,38716,6,1096,2002,2005,,
435,37620,6,38351,5,731,2002,2004,,
435,38351,5,38716,5,365,2004,2005,,
436,37255,4,38716,4,1461,2001,2005,,
438,36310,3,38716,3,2406,1999,2005,,
439,36310,4,37620,5,1310,1999,2002,,
439,37620,5,37863,5,243,2002,2003,,
439,37863,5,38128,6,265,2003,2004,,
442,37550,3,38716,3,1166,2002,2005,,
443,36302,3,36667,3,365,1999,2000,,
443,36667,3,38716,3,2049,2000,2005,,
443,36890,3,38716,3,1826,2000,2005,,
444,36768,2,37762,3,994,2000,2003,,
444,37762,3,38351,3,589,2003,2004,,
444,38351,3,38716,3,365,2004,2005,,
445,36424,4,38716,4,2292,1999,2005,,
446,36676,2,37985,3,1309,2000,2003,,
446,37985,3,38137,3,152,2003,2004,,
446,38137,3,38716,3,579,2004,2005,,
447,37437,2,38716,2,1279,2002,2005,,
448,38498,4,38716,4,218,2005,2005,,
449,37762,3,38716,3,954,2003,2005,,
450,36341,5,36524,4,183,1999,1999,,
450,36524,4,36768,5,244,1999,2000,,
450,36768,5,38716,5,1948,2000,2005,,
450,36768,5,37397,5,629,2000,2002,,
451,36393,5,38716,5,2323,1999,2005,,
452,36890,6,37038,7,148,2000,2001,,
452,37038,7,37185,7,147,2001,2001,,
452,37185,7,37255,8,70,2001,2001,,
453,36676,6,38716,6,2040,2000,2005,,
454,36393,6,37793,5,1400,1999,2003,,
454,37793,5,38716,5,923,2003,2005,,
455,37620,4,38716,4,1096,2002,2005,,
456,38290,6,38716,6,426,2004,2005,,
457,36307,6,37093,7,786,1999,2001,,
457,37093,7,38351,6,1258,2001,2004,,
457,38351,6,38716,6,365,2004,2005,,
458,37985,5,38168,4,183,2003,2004,,
458,38168,4,38716,4,548,2004,2005,,
459,37155,3,37976,3,821,2001,2003,,
459,37976,3,38716,3,740,2003,2005,,
460,37762,6,38716,6,954,2003,2005,,
462,36402,3,38128,3,1726,1999,2004,,
462,38128,3,38716,3,588,2004,2005,,
464,37863,2,38716,2,853,2003,2005,,
465,37032,5,37397,6,365,2001,2002,,
465,37397,6,37520,6,123,2002,2002,,
465,37520,6,38716,6,1196,2002,2005,,
467,37620,4,38716,3,1096,2002,2005,,
467,37620,3,38716,3,1096,2002,2005,,
468,36890,5,38716,5,1826,2000,2005,,
469,36671,3,37620,3,949,2000,2002,,
469,37620,3,38716,3,1096,2002,2005,,
470,36393,3,36524,3,131,1999,1999,,
470,36524,3,38716,3,2192,1999,2005,,
471,36676,4,37620,5,944,2000,2002,,
471,37620,5,38128,5,508,2002,2004,,
471,38128,5,38189,5,61,2004,2004,,
471,38189,5,38716,5,527,2004,2005,,
472,37041,2,38686,2,1645,2001,2005,,
472,38686,2,38716,2,30,2005,2005,,
473,36402,4,37131,4,729,1999,2001,,
473,37131,4,37762,4,631,2001,2003,,
473,37762,4,38716,4,954,2003,2005,,
474,36676,6,37559,6,883,2000,2002,,
474,37559,6,38251,6,692,2002,2004,,
474,38251,6,38716,6,465,2004,2005,,
475,38220,2,38716,2,496,2004,2005,,
476,36860,4,37185,4,325,2000,2001,,
476,37185,4,38351,3,1166,2001,2004,,
476,38351,3,38716,3,365,2004,2005,,
477,37406,2,37762,3,356,2002,2003,,
477,37762,3,38716,3,954,2003,2005,,
478,38128,2,38716,2,588,2004,2005,,
479,36335,3,37762,4,1427,1999,2003,,
479,37762,4,38351,4,589,2003,2004,,
479,38351,4,38716,4,365,2004,2005,,
480,36362,3,37762,4,1400,1999,2003,,
480,37762,4,38351,4,589,2003,2004,,
480,38351,4,38716,4,365,2004,2005,,
481,36707,3,37185,4,478,2000,2001,,
481,37185,4,37406,5,221,2001,2002,,
481,37406,5,38716,5,1310,2002,2005,,
482,36304,2,38716,2,2412,1999,2005,,
483,36667,3,38716,3,2049,2000,2005,,
484,37620,3,37771,4,151,2002,2003,,
484,37771,4,38716,4,945,2003,2005,,
487,36790,3,37036,4,246,2000,2001,,
487,37036,4,38716,4,1680,2001,2005,,
488,36890,3,38716,3,1826,2000,2005,,
489,37618,3,37620,3,2,2002,2002,,
489,37620,3,38285,3,665,2002,2004,,
489,38285,3,38716,3,431,2004,2005,,
491,38129,3,38716,3,587,2004,2005,,
493,37802,3,38716,3,914,2003,2005,,
495,36301,5,36310,6,9,1999,1999,,
495,36310,6,38167,6,1857,1999,2004,,
495,38167,6,38716,6,549,2004,2005,,
496,37559,4,38716,4,1157,2002,2005,,
497,36890,2,38716,2,1826,2000,2005,,
498,38189,6,38716,6,527,2004,2005,,
499,36524,8,38716,8,2192,1999,2005,,
500,37762,5,38137,5,375,2003,2004,,
500,38137,5,38716,5,579,2004,2005,,
501,36524,5,36667,5,143,1999,2000,,
501,36667,5,36676,6,9,2000,2000,,
501,36676,6,37041,7,365,2000,2001,,
503,36301,3,37985,2,1684,1999,2003,,
503,37985,2,38716,2,731,2003,2005,,
504,36393,5,36668,4,275,1999,2000,,
504,36668,4,37216,5,548,2000,2001,,
504,37216,5,37793,6,577,2001,2003,,
504,37793,6,38716,6,923,2003,2005,,
507,36424,3,37255,3,831,1999,2001,,
507,37255,3,38716,3,1461,2001,2005,,
509,37620,4,37771,4,151,2002,2003,,
509,37771,4,37985,4,214,2003,2003,,
509,37985,4,38716,4,731,2003,2005,,
510,36860,3,38716,3,1856,2000,2005,,
511,37762,4,38716,4,954,2003,2005,,
512,37520,4,38716,4,1196,2002,2005,,
513,36667,4,37985,4,1318,2000,2003,,
513,37985,4,38716,4,731,2003,2005,,
514,37762,2,38716,2,954,2003,2005,,
516,37041,2,38716,2,1675,2001,2005,,
517,36310,4,38716,4,2406,1999,2005,,
520,37620,3,38128,3,508,2002,2004,,
520,38128,3,38716,3,588,2004,2005,,
521,37041,3,38716,3,1675,2001,2005,,
522,36676,3,37985,4,1309,2000,2003,,
522,37985,4,38716,4,731,2003,2005,,
523,36301,5,37032,4,731,1999,2001,,
524,36667,2,37406,1,739,2000,2002,,
524,37406,1,38716,1,1310,2002,2005,,
525,37924,4,38716,4,792,2003,2005,,
526,37550,3,38351,3,801,2002,2004,,
526,38351,3,38716,3,365,2004,2005,,
527,38162,3,38351,4,189,2004,2004,,
527,38351,4,38716,4,365,2004,2005,,
528,36674,5,36890,4,216,2000,2000,,
529,38351,3,38716,3,365,2004,2005,,
530,36332,6,36371,5,39,1999,1999,,
530,36371,5,36676,7,305,1999,2000,,
530,36676,7,36759,8,83,2000,2000,,
530,37762,7,38260,6,498,2003,2004,,
530,38260,6,38716,6,456,2004,2005,,
531,37985,2,38312,2,327,2003,2004,,
531,38312,2,38716,2,404,2004,2005,,
532,37620,3,38716,3,1096,2002,2005,,
533,36890,4,38716,4,1826,2000,2005,,
534,37559,3,38716,3,1157,2002,2005,,
535,36890,4,37406,4,516,2000,2002,,
535,37406,4,38716,4,1310,2002,2005,,
536,36301,3,37032,2,731,1999,2001,,
536,37032,2,38128,2,1096,2001,2004,,
536,38128,2,38716,2,588,2004,2005,,
538,36332,4,36737,4,405,1999,2000,,
538,36737,4,37133,4,396,2000,2001,,
538,37133,4,38189,4,1056,2001,2004,,
538,38189,4,38716,4,527,2004,2005,,
539,37397,4,38351,4,954,2002,2004,,
539,38351,4,38716,4,365,2004,2005,,
540,37985,3,38137,3,152,2003,2004,,
540,38137,3,38716,3,579,2004,2005,,
541,37255,5,37762,6,507,2001,2003,,
541,37762,6,38716,6,954,2003,2005,,
542,37041,3,37620,3,579,2001,2002,,
542,37620,3,38716,3,1096,2002,2005,,
543,36433,5,38716,5,2283,1999,2005,,
545,37590,3,38716,3,1126,2002,2005,,
546,37102,4,38351,4,1249,2001,2004,,
546,38351,4,38716,4,365,2004,2005,,
547,37041,6,37255,6,214,2001,2001,,
547,37955,8,38716,8,761,2003,2005,,
548,36890,3,38716,3,1826,2000,2005,,
549,37955,3,38716,3,761,2003,2005,,
551,37428,3,37985,2,557,2002,2003,,
551,37985,2,38716,2,731,2003,2005,,
552,37406,4,37467,3,61,2002,2002,,
552,37467,3,38716,3,1249,2002,2005,,
553,36667,6,37403,8,736,2000,2002,,
553,37529,7,37620,6,91,2002,2002,,
553,37620,6,38716,6,1096,2002,2005,,
554,36728,4,38716,4,1988,2000,2005,,
555,37032,5,37255,6,223,2001,2001,,
555,37255,6,37985,7,730,2001,2003,,
555,37985,7,38716,7,731,2003,2005,,
556,37255,5,38502,6,1247,2001,2005,,
556,38502,6,38716,6,214,2005,2005,,
557,37157,3,37985,3,828,2001,2003,,
557,37985,3,38716,3,731,2003,2005,,
558,36524,6,37397,6,873,1999,2002,,
558,37397,6,38716,6,1319,2002,2005,,
559,36463,6,36524,6,61,1999,1999,,
559,36524,6,37032,6,508,1999,2001,,
559,37032,6,37489,7,457,2001,2002,,
559,37489,7,37620,6,131,2002,2002,,
559,37620,6,37762,7,142,2002,2003,,
559,37762,7,37915,6,153,2003,2003,,
560,37489,3,38128,2,639,2002,2004,,
560,38128,2,38716,2,588,2004,2005,,
561,37489,2,38351,2,862,2002,2004,,
561,38351,2,38716,2,365,2004,2005,,
562,37458,3,38351,2,893,2002,2004,,
562,38351,2,38716,2,365,2004,2005,,
564,36463,4,36768,3,305,1999,2000,,
564,36768,3,38220,3,1452,2000,2004,,
564,38220,3,38716,3,496,2004,2005,,
566,37620,2,38716,2,1096,2002,2005,,
567,37611,2,38716,2,1105,2002,2005,,
568,37620,2,38716,2,1096,2002,2005,,
569,37590,3,38716,3,1126,2002,2005,,
570,37620,2,38716,2,1096,2002,2005,,
571,36310,5,36890,5,580,1999,2000,,
571,36890,5,37185,6,295,2000,2001,,
571,37185,6,38716,6,1531,2001,2005,,
572,38351,4,38716,4,365,2004,2005,,
574,37771,3,38716,3,945,2003,2005,,
575,37133,3,37255,2,122,2001,2001,,
575,37255,2,38716,2,1461,2001,2005,,
576,36308,4,38716,4,2408,1999,2005,,
577,36301,3,36890,3,589,1999,2000,,
577,36890,3,37032,3,142,2000,2001,,
577,37032,3,38716,3,1684,2001,2005,,
578,36301,3,36881,3,580,1999,2000,,
578,36881,3,37032,3,151,2000,2001,,
578,37032,3,38716,3,1684,2001,2005,,
579,36667,2,37581,3,914,2000,2002,,
580,36676,2,37581,3,905,2000,2002,,
580,37581,3,38716,3,1135,2002,2005,,
581,37095,6,38128,5,1033,2001,2004,,
581,38128,5,38342,5,214,2004,2004,,
581,38342,5,38716,5,374,2004,2005,,
582,37885,3,38716,3,831,2003,2005,,
583,36524,5,37832,6,1308,1999,2003,,
583,37832,6,38563,6,731,2003,2005,,
583,38563,6,38716,6,153,2005,2005,,
584,37802,4,38716,4,914,2003,2005,,
585,36303,4,37255,4,952,1999,2001,,
585,37255,4,37985,4,730,2001,2003,,
585,37985,4,38502,5,517,2003,2005,,
585,38502,5,38716,5,214,2005,2005,,
586,37032,4,37398,5,366,2001,2002,,
586,37398,5,38716,5,1318,2002,2005,,
587,37467,5,37924,5,457,2002,2003,,
587,37924,5,38716,5,792,2003,2005,,
588,37032,6,37552,6,520,2001,2002,,
588,37552,6,37793,7,241,2002,2003,,
588,37793,7,38128,7,335,2003,2004,,
588,38128,7,38716,7,588,2004,2005,,
589,36890,5,38716,5,1826,2000,2005,,
590,37762,5,38351,5,589,2003,2004,,
590,38351,5,38716,5,365,2004,2005,,
591,37071,2,38716,2,1645,2001,2005,,
592,36310,4,37255,4,945,1999,2001,,
593,36524,4,37406,4,882,1999,2002,,
593,37406,4,37550,7,144,2002,2002,,
593,37550,7,37590,5,40,2002,2002,,
593,37590,5,37985,5,395,2002,2003,,
593,37985,5,38716,5,731,2003,2005,,
594,36674,3,38716,3,2042,2000,2005,,
595,36759,4,38128,5,1369,2000,2004,,
595,38128,5,38351,4,223,2004,2004,,
595,38351,4,38716,4,365,2004,2005,,
596,36524,7,36790,6,266,1999,2000,,
596,36790,6,37823,6,1033,2000,2003,,
596,37823,6,38716,6,893,2003,2005,,
598,37041,7,37255,8,214,2001,2001,,
598,37255,8,38716,8,1461,2001,2005,,
599,37764,3,38716,3,952,2003,2005,,
600,37770,3,38716,3,946,2003,2005,,
601,37620,4,38493,4,873,2002,2005,,
601,38493,4,38716,4,223,2005,2005,,
602,36676,5,37124,4,448,2000,2001,,
602,37124,4,38716,4,1592,2001,2005,,
603,38351,3,38716,3,365,2004,2005,,
604,36310,4,37467,4,1157,1999,2002,,
604,37467,4,37620,4,153,2002,2002,,
604,37620,4,38716,5,1096,2002,2005,,
604,37620,5,37771,7,151,2002,2003,,
604,37771,7,38716,7,945,2003,2005,,
605,36310,4,38716,4,2406,1999,2005,,
606,36524,6,36667,7,143,1999,2000,,
606,36667,7,37124,7,457,2000,2001,,
607,37155,4,38716,4,1561,2001,2005,,
608,37032,2,38716,2,1684,2001,2005,,
609,37216,4,38716,4,1500,2001,2005,,
610,36524,5,38716,5,2192,1999,2005,,
611,36310,4,37406,4,1096,1999,2002,,
611,37406,4,37520,5,114,2002,2002,,
611,37520,5,37955,6,435,2002,2003,,
611,37955,6,38716,6,761,2003,2005,,
612,36332,4,36768,3,436,1999,2000,,
613,37437,4,38716,4,1279,2002,2005,,
614,37038,3,38716,3,1678,2001,2005,,
615,37406,4,38716,4,1310,2002,2005,,
615,37406,4,38716,4,1310,2002,2005,,
616,36820,4,37032,7,212,2000,2001,,
616,37032,7,37041,6,9,2001,2001,,
616,37041,6,37255,5,214,2001,2001,,
617,36524,4,38655,4,2131,1999,2005,,
617,38655,4,38716,4,61,2005,2005,,
618,36728,4,37194,3,466,2000,2001,,
618,37194,3,38716,3,1522,2001,2005,,
619,37255,3,38716,3,1461,2001,2005,,
620,37155,2,38716,2,1561,2001,2005,,
621,36301,5,36860,6,559,1999,2000,,
621,36860,6,37164,5,304,2000,2001,,
621,37164,5,38716,5,1552,2001,2005,,
622,37498,4,37985,4,487,2002,2003,,
622,37985,4,38716,4,731,2003,2005,,
623,37255,3,37620,3,365,2001,2002,,
623,37620,3,38716,3,1096,2002,2005,,
624,37124,3,37620,3,496,2001,2002,,
624,37620,3,38716,3,1096,2002,2005,,
625,37063,3,37620,3,557,2001,2002,,
625,37620,3,38716,3,1096,2002,2005,,
626,36310,3,36667,2,357,1999,2000,,
626,36667,2,37397,2,730,2000,2002,,
626,37397,2,38716,2,1319,2002,2005,,
627,36698,3,38716,3,2018,2000,2005,,
628,36668,5,36890,4,222,2000,2000,,
628,36890,4,38159,5,1269,2000,2004,,
628,38159,5,38716,5,557,2004,2005,,
629,37985,3,38716,3,731,2003,2005,,
630,36424,3,36829,2,405,1999,2000,,
631,36362,4,36676,4,314,1999,2000,,
631,36676,4,37185,4,509,2000,2001,,
631,37185,4,38716,4,1531,2001,2005,,
632,37590,4,37985,4,395,2002,2003,,
632,37985,4,38351,5,366,2003,2004,,
632,38351,5,38716,5,365,2004,2005,,
633,36306,3,38290,3,1984,1999,2004,,
633,38290,3,38716,3,426,2004,2005,,
634,36676,4,37620,3,944,2000,2002,,
634,37620,3,38716,3,1096,2002,2005,,
635,36524,6,36707,7,183,1999,2000,,
636,37032,4,37063,5,31,2001,2001,,
636,37063,5,37255,6,192,2001,2001,,
636,37255,6,37402,6,147,2001,2002,,
636,37402,6,37763,7,361,2002,2003,,
636,37763,7,38716,7,953,2003,2005,,
637,36524,5,37032,4,508,1999,2001,,
637,37032,4,37072,3,40,2001,2001,,
637,37072,3,38493,4,1421,2001,2005,,
637,38493,4,38716,4,223,2005,2005,,
638,37125,2,38351,2,1226,2001,2004,,
638,38351,2,38716,2,365,2004,2005,,
639,36433,6,36676,5,243,1999,2000,,
640,37032,4,37458,3,426,2001,2002,,
640,37458,3,38716,3,1258,2002,2005,,
641,36524,4,36860,5,336,1999,2000,,
641,36860,5,36890,6,30,2000,2000,,
641,36890,6,37406,7,516,2000,2002,,
641,37406,7,37467,6,61,2002,2002,,
641,37467,6,37590,7,123,2002,2002,,
641,37590,7,37620,8,30,2002,2002,,
642,38260,1,38716,1,456,2004,2005,,
643,37093,3,38716,3,1623,2001,2005,,
644,36524,4,38716,4,2192,1999,2005,,
645,36310,6,37032,7,722,1999,2001,,
645,37032,7,37255,7,223,2001,2001,,
646,36310,3,38351,3,2041,1999,2004,,
646,38351,3,38716,3,365,2004,2005,,
647,36860,4,37529,4,669,2000,2002,,
647,37529,4,38716,4,1187,2002,2005,,
648,37041,3,38716,3,1675,2001,2005,,
649,37063,6,37255,6,192,2001,2001,,
649,37255,6,37399,6,144,2001,2002,,
649,37399,6,37924,7,525,2002,2003,,
649,37924,7,38716,7,792,2003,2005,,
650,36310,4,36759,3,449,1999,2000,,
650,36759,3,37155,4,396,2000,2001,,
650,37155,4,37255,4,100,2001,2001,,
650,37255,4,37489,4,234,2001,2002,,
650,37489,4,38493,4,1004,2002,2005,,
650,38493,4,38716,4,223,2005,2005,,
651,36667,4,37255,4,588,2000,2001,,
651,37255,4,38716,4,1461,2001,2005,,
653,37155,4,38716,4,1561,2001,2005,,
653,38716,4,38716,4,0,2005,2005,,
655,37246,2,38716,2,1470,2001,2005,,
656,37127,2,37255,1,128,2001,2001,,
656,37255,1,38128,2,873,2001,2004,,
656,38128,2,38716,2,588,2004,2005,,
657,37218,2,37255,2,37,2001,2001,,
657,37255,2,38716,2,1461,2001,2005,,
658,36890,1,38716,1,1826,2000,2005,,
659,37620,3,38716,3,1096,2002,2005,,
660,36454,3,36524,3,70,1999,1999,,
660,36524,3,37255,4,731,1999,2001,,
660,37255,4,38502,4,1247,2001,2005,,
660,38502,4,38716,4,214,2005,2005,,
662,38189,6,38716,6,527,2004,2005,,
663,36667,3,37155,4,488,2000,2001,,
663,37155,4,37255,3,100,2001,2001,,
663,37255,3,37406,4,151,2001,2002,,
663,37406,4,37428,5,22,2002,2002,,
663,37428,5,38716,5,1288,2002,2005,,
664,37102,3,38716,3,1614,2001,2005,,
665,38220,4,38716,4,496,2004,2005,,
667,37102,6,38716,6,1614,2001,2005,,
668,36890,3,37133,3,243,2000,2001,,
668,37133,3,38260,2,1127,2001,2004,,
668,38260,2,38716,2,456,2004,2005,,
669,36860,3,37032,3,172,2000,2001,,
670,37034,2,37041,2,7,2001,2001,,
670,37041,2,38716,2,1675,2001,2005,,
671,37160,2,38716,2,1556,2001,2005,,
673,36890,2,37491,2,601,2000,2002,,
673,37491,2,38716,2,1225,2002,2005,,
674,37402,7,37770,7,368,2002,2003,,
674,37770,7,38137,8,367,2003,2004,,
675,36698,4,37032,7,334,2000,2001,,
675,37032,7,37155,8,123,2001,2001,,
675,37155,8,37766,6,611,2001,2003,,
675,37766,6,38716,6,950,2003,2005,,
676,37225,4,37406,5,181,2001,2002,,
676,37406,5,37620,5,214,2002,2002,,
676,37620,5,38716,5,1096,2002,2005,,
678,37620,3,38716,3,1096,2002,2005,,
680,36301,4,36667,3,366,1999,2000,,
680,36667,3,38168,3,1501,2000,2004,,
680,38168,3,38258,3,90,2004,2004,,
680,38258,3,38716,3,458,2004,2005,,
681,36676,6,37037,7,361,2000,2001,,
682,36301,4,36707,3,406,1999,2000,,
682,36707,3,38351,3,1644,2000,2004,,
682,38351,3,38716,3,365,2004,2005,,
683,36301,4,36667,3,366,1999,2000,,
683,36667,3,38168,3,1501,2000,2004,,
683,38168,3,38716,3,548,2004,2005,,
684,37032,3,38716,3,1684,2001,2005,,
685,36524,6,37255,7,731,1999,2001,,
685,37255,7,37832,6,577,2001,2003,,
685,37832,6,37985,8,153,2003,2003,,
686,36790,4,37194,4,404,2000,2001,,
686,37194,4,37255,5,61,2001,2001,,
686,37255,5,37467,5,212,2001,2002,,
686,37467,5,38716,5,1249,2002,2005,,
687,37032,5,37133,4,101,2001,2001,,
687,37133,4,37467,5,334,2001,2002,,
687,37467,5,38351,5,884,2002,2004,,
687,38351,5,38716,5,365,2004,2005,,
688,37766,3,38189,3,423,2003,2004,,
688,38189,3,38716,3,527,2004,2005,,
691,36799,3,37762,4,963,2000,2003,,
691,37762,4,38351,5,589,2003,2004,,
691,38351,5,38716,5,365,2004,2005,,
692,36759,3,37032,4,273,2000,2001,,
692,37032,4,37498,6,466,2001,2002,,
692,37498,6,37762,5,264,2002,2003,,
692,37762,5,37955,5,193,2003,2003,,
692,37955,5,38716,5,761,2003,2005,,
693,38351,4,38716,4,365,2004,2005,,
694,37041,4,38716,4,1675,2001,2005,,
695,37397,3,38716,3,1319,2002,2005,,
696,36759,3,38533,4,1774,2000,2005,,
696,38533,4,38716,4,183,2005,2005,,
697,36310,2,38716,2,2406,1999,2005,,
698,37885,4,38716,4,831,2003,2005,,
700,36301,6,37771,5,1470,1999,2003,,
700,37771,5,38563,6,792,2003,2005,,
700,38563,6,38716,6,153,2005,2005,,
701,37063,5,37255,5,192,2001,2001,,
701,37255,5,37762,6,507,2001,2003,,
701,37762,6,38137,7,375,2003,2004,,
701,38137,7,38351,7,214,2004,2004,,
701,38351,7,38716,8,365,2004,2005,,
701,38351,8,38716,8,365,2004,2005,,
703,37406,3,38135,4,729,2002,2004,,
703,38135,4,38716,4,581,2004,2005,,
704,37032,2,38128,2,1096,2001,2004,,
704,38128,2,38716,2,588,2004,2005,,
705,36524,3,36667,3,143,1999,2000,,
705,36667,3,36790,3,123,2000,2000,,
705,36790,3,37559,2,769,2000,2002,,
705,37559,2,38716,2,1157,2002,2005,,
706,36301,1,38716,1,2415,1999,2005,,
707,38594,5,38716,5,122,2005,2005,,
708,36301,2,38716,2,2415,1999,2005,,
709,36301,2,38716,2,2415,1999,2005,,
710,37522,3,37529,2,7,2002,2002,,
710,37529,2,38716,2,1187,2002,2005,,
711,36860,4,37397,4,537,2000,2002,,
711,37397,4,38716,4,1319,2002,2005,,
712,36890,5,37063,5,173,2000,2001,,
712,37063,5,38351,4,1288,2001,2004,,
712,38351,4,38716,4,365,2004,2005,,
713,36301,4,36790,5,489,1999,2000,,
714,37765,6,38716,6,951,2003,2005,,
715,36860,2,37762,2,902,2000,2003,,
715,37762,2,38716,2,954,2003,2005,,
716,36524,6,37041,5,517,1999,2001,,
716,37041,5,37255,6,214,2001,2001,,
716,37255,6,37498,6,243,2001,2002,,
716,37498,6,38716,6,1218,2002,2005,,
717,36890,3,37041,4,151,2000,2001,,
717,37041,4,38716,4,1675,2001,2005,,
718,37771,4,38716,4,945,2003,2005,,
719,37620,2,38716,2,1096,2002,2005,,
720,36829,5,38137,4,1308,2000,2004,,
720,38137,4,38563,3,426,2004,2005,,
720,38563,3,38716,3,153,2005,2005,,
721,36524,5,36790,6,266,1999,2000,,
721,36790,6,36890,5,100,2000,2000,,
721,36890,5,37124,5,234,2000,2001,,
721,37124,5,38251,6,1127,2001,2004,,
722,37885,6,37985,6,100,2003,2003,,
722,37985,6,38128,6,143,2003,2004,,
722,38128,6,38716,6,588,2004,2005,,
724,36890,4,37854,6,964,2000,2003,,
724,37854,6,38716,6,862,2003,2005,,
726,37985,4,38716,4,731,2003,2005,,
728,36524,6,38716,6,2192,1999,2005,,
729,36667,4,38716,4,2049,2000,2005,,
730,36890,3,37255,2,365,2000,2001,,
730,37255,2,38716,2,1461,2001,2005,,
732,38493,3,38716,3,223,2005,2005,,
733,36494,2,37032,2,538,1999,2001,,
733,37032,2,37406,2,374,2001,2002,,
733,37406,2,37985,3,579,2002,2003,,
733,37985,3,38716,3,731,2003,2005,,
734,37155,3,37255,3,100,2001,2001,,
734,37255,3,37498,4,243,2001,2002,,
735,36371,3,37762,4,1391,1999,2003,,
735,37762,4,37924,4,162,2003,2003,,
735,37924,4,38351,5,427,2003,2004,,
735,38351,5,38716,5,365,2004,2005,,
736,37771,4,38716,4,945,2003,2005,,
738,37461,5,37489,4,28,2002,2002,,
738,37489,4,38716,4,1227,2002,2005,,
739,37032,6,37768,6,736,2001,2003,,
739,37768,6,38502,7,734,2003,2005,,
739,38502,7,38594,7,92,2005,2005,,
739,38594,7,38716,7,122,2005,2005,,
741,36676,7,36890,6,214,2000,2000,,
741,36890,6,37620,6,730,2000,2002,,
741,37620,6,37762,7,142,2002,2003,,
742,37762,6,37985,6,223,2003,2003,,
742,37985,6,38716,6,731,2003,2005,,
743,37190,3,37467,4,277,2001,2002,,
743,37467,4,37985,4,518,2002,2003,,
743,37985,4,38495,5,510,2003,2005,,
743,38495,5,38716,5,221,2005,2005,,
745,36524,7,36698,7,174,1999,2000,,
747,36524,3,38716,3,2192,1999,2005,,
