id,start.date,start.rating,end.date,end.rating,time,start.year,end.year,,,,,,id,start.date,start.rating,end.date,end.rating
503,41635,2,42366,2,731,2013,2015,,,,45285,46016,503,37985,2,38716,2
504,40043,5,40318,4,275,2009,2010,,,,43693,43968,504,36393,5,36668,4
504,40318,4,40866,5,548,2010,2011,,,,43968,44516,504,36668,4,37216,5
504,40866,5,41443,6,577,2011,2013,,,,44516,45093,504,37216,5,37793,6
504,41443,6,42366,6,923,2013,2015,,,,45093,46016,504,37793,6,38716,6
507,40074,3,40905,3,831,2009,2011,,,,43724,44555,507,36424,3,37255,3
507,40905,3,42366,3,1461,2011,2015,,,,44555,46016,507,37255,3,38716,3
509,41270,4,41421,4,151,2012,2013,,,,44920,45071,509,37620,4,37771,4
509,41421,4,41635,4,214,2013,2013,,,,45071,45285,509,37771,4,37985,4
509,41635,4,42366,4,731,2013,2015,,,,45285,46016,509,37985,4,38716,4
510,40510,3,42366,3,1856,2010,2015,,,,44160,46016,510,36860,3,38716,3
511,41412,4,42366,4,954,2013,2015,,,,45062,46016,511,37762,4,38716,4
512,41170,4,42366,4,1196,2012,2015,,,,44820,46016,512,37520,4,38716,4
513,40317,4,41635,4,1318,2010,2013,,,,43967,45285,513,36667,4,37985,4
513,41635,4,42366,4,731,2013,2015,,,,45285,46016,513,37985,4,38716,4
514,41412,2,42366,2,954,2013,2015,,,,45062,46016,514,37762,2,38716,2
516,40691,2,42366,2,1675,2011,2015,,,,44341,46016,516,37041,2,38716,2
517,39960,4,42366,4,2406,2009,2015,,,,43610,46016,517,36310,4,38716,4
520,41270,3,41778,3,508,2012,2014,,,,44920,45428,520,37620,3,38128,3
520,41778,3,42366,3,588,2014,2015,,,,45428,46016,520,38128,3,38716,3
521,40691,3,42366,3,1675,2011,2015,,,,44341,46016,521,37041,3,38716,3
522,40326,3,41635,4,1309,2010,2013,,,,43976,45285,522,36676,3,37985,4
522,41635,4,42366,4,731,2013,2015,,,,45285,46016,522,37985,4,38716,4
523,39951,5,40682,4,731,2009,2011,,,,43601,44332,523,36301,5,37032,4
524,40317,2,41056,1,739,2010,2012,,,,43967,44706,524,36667,2,37406,1
524,41056,1,42366,1,1310,2012,2015,,,,44706,46016,524,37406,1,38716,1
525,41574,4,42366,4,792,2013,2015,,,,45224,46016,525,37924,4,38716,4
526,41200,3,42001,3,801,2012,2014,,,,44850,45651,526,37550,3,38351,3
526,42001,3,42366,3,365,2014,2015,,,,45651,46016,526,38351,3,38716,3
527,41812,3,42001,4,189,2014,2014,,,,45462,45651,527,38162,3,38351,4
527,42001,4,42366,4,365,2014,2015,,,,45651,46016,527,38351,4,38716,4
528,40324,5,40540,4,216,2010,2010,,,,43974,44190,528,36674,5,36890,4
529,42001,3,42366,3,365,2014,2015,,,,45651,46016,529,38351,3,38716,3
530,39982,6,40021,5,39,2009,2009,,,,43632,43671,530,36332,6,36371,5
530,40021,5,40326,7,305,2009,2010,,,,43671,43976,530,36371,5,36676,7
530,40326,7,40409,8,83,2010,2010,,,,43976,44059,530,36676,7,36759,8
530,41412,7,41910,6,498,2013,2014,,,,45062,45560,530,37762,7,38260,6
530,41910,6,42366,6,456,2014,2015,,,,45560,46016,530,38260,6,38716,6
531,41635,2,41962,2,327,2013,2014,,,,45285,45612,531,37985,2,38312,2
531,41962,2,42366,2,404,2014,2015,,,,45612,46016,531,38312,2,38716,2
532,41270,3,42366,3,1096,2012,2015,,,,44920,46016,532,37620,3,38716,3
533,40540,4,42366,4,1826,2010,2015,,,,44190,46016,533,36890,4,38716,4
534,41209,3,42366,3,1157,2012,2015,,,,44859,46016,534,37559,3,38716,3
535,40540,4,41056,4,516,2010,2012,,,,44190,44706,535,36890,4,37406,4
535,41056,4,42366,4,1310,2012,2015,,,,44706,46016,535,37406,4,38716,4
536,39951,3,40682,2,731,2009,2011,,,,43601,44332,536,36301,3,37032,2
536,40682,2,41778,2,1096,2011,2014,,,,44332,45428,536,37032,2,38128,2
536,41778,2,42366,2,588,2014,2015,,,,45428,46016,536,38128,2,38716,2
538,39982,4,40387,4,405,2009,2010,,,,43632,44037,538,36332,4,36737,4
538,40387,4,40783,4,396,2010,2011,,,,44037,44433,538,36737,4,37133,4
538,40783,4,41839,4,1056,2011,2014,,,,44433,45489,538,37133,4,38189,4
538,41839,4,42366,4,527,2014,2015,,,,45489,46016,538,38189,4,38716,4
539,41047,4,42001,4,954,2012,2014,,,,44697,45651,539,37397,4,38351,4
539,42001,4,42366,4,365,2014,2015,,,,45651,46016,539,38351,4,38716,4
540,41635,3,41787,3,152,2013,2014,,,,45285,45437,540,37985,3,38137,3
540,41787,3,42366,3,579,2014,2015,,,,45437,46016,540,38137,3,38716,3
541,40905,5,41412,6,507,2011,2013,,,,44555,45062,541,37255,5,37762,6
541,41412,6,42366,6,954,2013,2015,,,,45062,46016,541,37762,6,38716,6
542,40691,3,41270,3,579,2011,2012,,,,44341,44920,542,37041,3,37620,3
542,41270,3,42366,3,1096,2012,2015,,,,44920,46016,542,37620,3,38716,3
543,40083,5,42366,5,2283,2009,2015,,,,43733,46016,543,36433,5,38716,5
545,41240,3,42366,3,1126,2012,2015,,,,44890,46016,545,37590,3,38716,3
546,40752,4,42001,4,1249,2011,2014,,,,44402,45651,546,37102,4,38351,4
546,42001,4,42366,4,365,2014,2015,,,,45651,46016,546,38351,4,38716,4
547,40691,6,40905,6,214,2011,2011,,,,44341,44555,547,37041,6,37255,6
547,41605,8,42366,8,761,2013,2015,,,,45255,46016,547,37955,8,38716,8
548,40540,3,42366,3,1826,2010,2015,,,,44190,46016,548,36890,3,38716,3
549,41605,3,42366,3,761,2013,2015,,,,45255,46016,549,37955,3,38716,3
551,41078,3,41635,2,557,2012,2013,,,,44728,45285,551,37428,3,37985,2
551,41635,2,42366,2,731,2013,2015,,,,45285,46016,551,37985,2,38716,2
552,41056,4,41117,3,61,2012,2012,,,,44706,44767,552,37406,4,37467,3
552,41117,3,42366,3,1249,2012,2015,,,,44767,46016,552,37467,3,38716,3
553,40317,6,41053,8,736,2010,2012,,,,43967,44703,553,36667,6,37403,8
553,41179,7,41270,6,91,2012,2012,,,,44829,44920,553,37529,7,37620,6
553,41270,6,42366,6,1096,2012,2015,,,,44920,46016,553,37620,6,38716,6
554,40378,4,42366,4,1988,2010,2015,,,,44028,46016,554,36728,4,38716,4
555,40682,5,40905,6,223,2011,2011,,,,44332,44555,555,37032,5,37255,6
555,40905,6,41635,7,730,2011,2013,,,,44555,45285,555,37255,6,37985,7
555,41635,7,42366,7,731,2013,2015,,,,45285,46016,555,37985,7,38716,7
556,40905,5,42152,6,1247,2011,2015,,,,44555,45802,556,37255,5,38502,6
556,42152,6,42366,6,214,2015,2015,,,,45802,46016,556,38502,6,38716,6
557,40807,3,41635,3,828,2011,2013,,,,44457,45285,557,37157,3,37985,3
557,41635,3,42366,3,731,2013,2015,,,,45285,46016,557,37985,3,38716,3
558,40174,6,41047,6,873,2009,2012,,,,43824,44697,558,36524,6,37397,6
558,41047,6,42366,6,1319,2012,2015,,,,44697,46016,558,37397,6,38716,6
559,40113,6,40174,6,61,2009,2009,,,,43763,43824,559,36463,6,36524,6
559,40174,6,40682,6,508,2009,2011,,,,43824,44332,559,36524,6,37032,6
559,40682,6,41139,7,457,2011,2012,,,,44332,44789,559,37032,6,37489,7
559,41139,7,41270,6,131,2012,2012,,,,44789,44920,559,37489,7,37620,6
559,41270,6,41412,7,142,2012,2013,,,,44920,45062,559,37620,6,37762,7
559,41412,7,41565,6,153,2013,2013,,,,45062,45215,559,37762,7,37915,6
560,41139,3,41778,2,639,2012,2014,,,,44789,45428,560,37489,3,38128,2
560,41778,2,42366,2,588,2014,2015,,,,45428,46016,560,38128,2,38716,2
561,41139,2,42001,2,862,2012,2014,,,,44789,45651,561,37489,2,38351,2
561,42001,2,42366,2,365,2014,2015,,,,45651,46016,561,38351,2,38716,2
562,41108,3,42001,2,893,2012,2014,,,,44758,45651,562,37458,3,38351,2
562,42001,2,42366,2,365,2014,2015,,,,45651,46016,562,38351,2,38716,2
564,40113,4,40418,3,305,2009,2010,,,,43763,44068,564,36463,4,36768,3
564,40418,3,41870,3,1452,2010,2014,,,,44068,45520,564,36768,3,38220,3
564,41870,3,42366,3,496,2014,2015,,,,45520,46016,564,38220,3,38716,3
566,41270,2,42366,2,1096,2012,2015,,,,44920,46016,566,37620,2,38716,2
567,41261,2,42366,2,1105,2012,2015,,,,44911,46016,567,37611,2,38716,2
568,41270,2,42366,2,1096,2012,2015,,,,44920,46016,568,37620,2,38716,2
569,41240,3,42366,3,1126,2012,2015,,,,44890,46016,569,37590,3,38716,3
570,41270,2,42366,2,1096,2012,2015,,,,44920,46016,570,37620,2,38716,2
571,39960,5,40540,5,580,2009,2010,,,,43610,44190,571,36310,5,36890,5
571,40540,5,40835,6,295,2010,2011,,,,44190,44485,571,36890,5,37185,6
571,40835,6,42366,6,1531,2011,2015,,,,44485,46016,571,37185,6,38716,6
572,42001,4,42366,4,365,2014,2015,,,,45651,46016,572,38351,4,38716,4
574,41421,3,42366,3,945,2013,2015,,,,45071,46016,574,37771,3,38716,3
575,40783,3,40905,2,122,2011,2011,,,,44433,44555,575,37133,3,37255,2
575,40905,2,42366,2,1461,2011,2015,,,,44555,46016,575,37255,2,38716,2
576,39958,4,42366,4,2408,2009,2015,,,,43608,46016,576,36308,4,38716,4
577,39951,3,40540,3,589,2009,2010,,,,43601,44190,577,36301,3,36890,3
577,40540,3,40682,3,142,2010,2011,,,,44190,44332,577,36890,3,37032,3
577,40682,3,42366,3,1684,2011,2015,,,,44332,46016,577,37032,3,38716,3
578,39951,3,40531,3,580,2009,2010,,,,43601,44181,578,36301,3,36881,3
578,40531,3,40682,3,151,2010,2011,,,,44181,44332,578,36881,3,37032,3
578,40682,3,42366,3,1684,2011,2015,,,,44332,46016,578,37032,3,38716,3
579,40317,2,41231,3,914,2010,2012,,,,43967,44881,579,36667,2,37581,3
580,40326,2,41231,3,905,2010,2012,,,,43976,44881,580,36676,2,37581,3
580,41231,3,42366,3,1135,2012,2015,,,,44881,46016,580,37581,3,38716,3
581,40745,6,41778,5,1033,2011,2014,,,,44395,45428,581,37095,6,38128,5
581,41778,5,41992,5,214,2014,2014,,,,45428,45642,581,38128,5,38342,5
581,41992,5,42366,5,374,2014,2015,,,,45642,46016,581,38342,5,38716,5
582,41535,3,42366,3,831,2013,2015,,,,45185,46016,582,37885,3,38716,3
583,40174,5,41482,6,1308,2009,2013,,,,43824,45132,583,36524,5,37832,6
583,41482,6,42213,6,731,2013,2015,,,,45132,45863,583,37832,6,38563,6
583,42213,6,42366,6,153,2015,2015,,,,45863,46016,583,38563,6,38716,6
584,41452,4,42366,4,914,2013,2015,,,,45102,46016,584,37802,4,38716,4
585,39953,4,40905,4,952,2009,2011,,,,43603,44555,585,36303,4,37255,4
585,40905,4,41635,4,730,2011,2013,,,,44555,45285,585,37255,4,37985,4
585,41635,4,42152,5,517,2013,2015,,,,45285,45802,585,37985,4,38502,5
585,42152,5,42366,5,214,2015,2015,,,,45802,46016,585,38502,5,38716,5
586,40682,4,41048,5,366,2011,2012,,,,44332,44698,586,37032,4,37398,5
586,41048,5,42366,5,1318,2012,2015,,,,44698,46016,586,37398,5,38716,5
587,41117,5,41574,5,457,2012,2013,,,,44767,45224,587,37467,5,37924,5
587,41574,5,42366,5,792,2013,2015,,,,45224,46016,587,37924,5,38716,5
588,40682,6,41202,6,520,2011,2012,,,,44332,44852,588,37032,6,37552,6
588,41202,6,41443,7,241,2012,2013,,,,44852,45093,588,37552,6,37793,7
588,41443,7,41778,7,335,2013,2014,,,,45093,45428,588,37793,7,38128,7
588,41778,7,42366,7,588,2014,2015,,,,45428,46016,588,38128,7,38716,7
589,40540,5,42366,5,1826,2010,2015,,,,44190,46016,589,36890,5,38716,5
590,41412,5,42001,5,589,2013,2014,,,,45062,45651,590,37762,5,38351,5
590,42001,5,42366,5,365,2014,2015,,,,45651,46016,590,38351,5,38716,5
591,40721,2,42366,2,1645,2011,2015,,,,44371,46016,591,37071,2,38716,2
592,39960,4,40905,4,945,2009,2011,,,,43610,44555,592,36310,4,37255,4
593,40174,4,41056,4,882,2009,2012,,,,43824,44706,593,36524,4,37406,4
593,41056,4,41200,7,144,2012,2012,,,,44706,44850,593,37406,4,37550,7
593,41200,7,41240,5,40,2012,2012,,,,44850,44890,593,37550,7,37590,5
593,41240,5,41635,5,395,2012,2013,,,,44890,45285,593,37590,5,37985,5
593,41635,5,42366,5,731,2013,2015,,,,45285,46016,593,37985,5,38716,5
594,40324,3,42366,3,2042,2010,2015,,,,43974,46016,594,36674,3,38716,3
595,40409,4,41778,5,1369,2010,2014,,,,44059,45428,595,36759,4,38128,5
595,41778,5,42001,4,223,2014,2014,,,,45428,45651,595,38128,5,38351,4
595,42001,4,42366,4,365,2014,2015,,,,45651,46016,595,38351,4,38716,4
596,40174,7,40440,6,266,2009,2010,,,,43824,44090,596,36524,7,36790,6
596,40440,6,41473,6,1033,2010,2013,,,,44090,45123,596,36790,6,37823,6
596,41473,6,42366,6,893,2013,2015,,,,45123,46016,596,37823,6,38716,6
598,40691,7,40905,8,214,2011,2011,,,,44341,44555,598,37041,7,37255,8
598,40905,8,42366,8,1461,2011,2015,,,,44555,46016,598,37255,8,38716,8
599,41414,3,42366,3,952,2013,2015,,,,45064,46016,599,37764,3,38716,3
600,41420,3,42366,3,946,2013,2015,,,,45070,46016,600,37770,3,38716,3
601,41270,4,42143,4,873,2012,2015,,,,44920,45793,601,37620,4,38493,4
601,42143,4,42366,4,223,2015,2015,,,,45793,46016,601,38493,4,38716,4
602,40326,5,40774,4,448,2010,2011,,,,43976,44424,602,36676,5,37124,4
602,40774,4,42366,4,1592,2011,2015,,,,44424,46016,602,37124,4,38716,4
603,42001,3,42366,3,365,2014,2015,,,,45651,46016,603,38351,3,38716,3
604,39960,4,41117,4,1157,2009,2012,,,,43610,44767,604,36310,4,37467,4
604,41117,4,41270,4,153,2012,2012,,,,44767,44920,604,37467,4,37620,4
604,41270,4,42366,5,1096,2012,2015,,,,44920,46016,604,37620,4,38716,5
604,41270,5,41421,7,151,2012,2013,,,,44920,45071,604,37620,5,37771,7
604,41421,7,42366,7,945,2013,2015,,,,45071,46016,604,37771,7,38716,7
605,39960,4,42366,4,2406,2009,2015,,,,43610,46016,605,36310,4,38716,4
606,40174,6,40317,7,143,2009,2010,,,,43824,43967,606,36524,6,36667,7
606,40317,7,40774,7,457,2010,2011,,,,43967,44424,606,36667,7,37124,7
607,40805,4,42366,4,1561,2011,2015,,,,44455,46016,607,37155,4,38716,4
608,40682,2,42366,2,1684,2011,2015,,,,44332,46016,608,37032,2,38716,2
609,40866,4,42366,4,1500,2011,2015,,,,44516,46016,609,37216,4,38716,4
610,40174,5,42366,5,2192,2009,2015,,,,43824,46016,610,36524,5,38716,5
611,39960,4,41056,4,1096,2009,2012,,,,43610,44706,611,36310,4,37406,4
611,41056,4,41170,5,114,2012,2012,,,,44706,44820,611,37406,4,37520,5
611,41170,5,41605,6,435,2012,2013,,,,44820,45255,611,37520,5,37955,6
611,41605,6,42366,6,761,2013,2015,,,,45255,46016,611,37955,6,38716,6
612,39982,4,40418,3,436,2009,2010,,,,43632,44068,612,36332,4,36768,3
613,41087,4,42366,4,1279,2012,2015,,,,44737,46016,613,37437,4,38716,4
614,40688,3,42366,3,1678,2011,2015,,,,44338,46016,614,37038,3,38716,3
615,41056,4,42366,4,1310,2012,2015,,,,44706,46016,615,37406,4,38716,4
615,41056,4,42366,4,1310,2012,2015,,,,44706,46016,615,37406,4,38716,4
616,40470,4,40682,7,212,2010,2011,,,,44120,44332,616,36820,4,37032,7
616,40682,7,40691,6,9,2011,2011,,,,44332,44341,616,37032,7,37041,6
616,40691,6,40905,5,214,2011,2011,,,,44341,44555,616,37041,6,37255,5
617,40174,4,42305,4,2131,2009,2015,,,,43824,45955,617,36524,4,38655,4
617,42305,4,42366,4,61,2015,2015,,,,45955,46016,617,38655,4,38716,4
618,40378,4,40844,3,466,2010,2011,,,,44028,44494,618,36728,4,37194,3
618,40844,3,42366,3,1522,2011,2015,,,,44494,46016,618,37194,3,38716,3
619,40905,3,42366,3,1461,2011,2015,,,,44555,46016,619,37255,3,38716,3
620,40805,2,42366,2,1561,2011,2015,,,,44455,46016,620,37155,2,38716,2
621,39951,5,40510,6,559,2009,2010,,,,43601,44160,621,36301,5,36860,6
621,40510,6,40814,5,304,2010,2011,,,,44160,44464,621,36860,6,37164,5
621,40814,5,42366,5,1552,2011,2015,,,,44464,46016,621,37164,5,38716,5
622,41148,4,41635,4,487,2012,2013,,,,44798,45285,622,37498,4,37985,4
622,41635,4,42366,4,731,2013,2015,,,,45285,46016,622,37985,4,38716,4
623,40905,3,41270,3,365,2011,2012,,,,44555,44920,623,37255,3,37620,3
623,41270,3,42366,3,1096,2012,2015,,,,44920,46016,623,37620,3,38716,3
624,40774,3,41270,3,496,2011,2012,,,,44424,44920,624,37124,3,37620,3
624,41270,3,42366,3,1096,2012,2015,,,,44920,46016,624,37620,3,38716,3
625,40713,3,41270,3,557,2011,2012,,,,44363,44920,625,37063,3,37620,3
625,41270,3,42366,3,1096,2012,2015,,,,44920,46016,625,37620,3,38716,3
626,39960,3,40317,2,357,2009,2010,,,,43610,43967,626,36310,3,36667,2
626,40317,2,41047,2,730,2010,2012,,,,43967,44697,626,36667,2,37397,2
626,41047,2,42366,2,1319,2012,2015,,,,44697,46016,626,37397,2,38716,2
627,40348,3,42366,3,2018,2010,2015,,,,43998,46016,627,36698,3,38716,3
628,40318,5,40540,4,222,2010,2010,,,,43968,44190,628,36668,5,36890,4
628,40540,4,41809,5,1269,2010,2014,,,,44190,45459,628,36890,4,38159,5
628,41809,5,42366,5,557,2014,2015,,,,45459,46016,628,38159,5,38716,5
629,41635,3,42366,3,731,2013,2015,,,,45285,46016,629,37985,3,38716,3
630,40074,3,40479,2,405,2009,2010,,,,43724,44129,630,36424,3,36829,2
631,40012,4,40326,4,314,2009,2010,,,,43662,43976,631,36362,4,36676,4
631,40326,4,40835,4,509,2010,2011,,,,43976,44485,631,36676,4,37185,4
631,40835,4,42366,4,1531,2011,2015,,,,44485,46016,631,37185,4,38716,4
632,41240,4,41635,4,395,2012,2013,,,,44890,45285,632,37590,4,37985,4
632,41635,4,42001,5,366,2013,2014,,,,45285,45651,632,37985,4,38351,5
632,42001,5,42366,5,365,2014,2015,,,,45651,46016,632,38351,5,38716,5
633,39956,3,41940,3,1984,2009,2014,,,,43606,45590,633,36306,3,38290,3
633,41940,3,42366,3,426,2014,2015,,,,45590,46016,633,38290,3,38716,3
634,40326,4,41270,3,944,2010,2012,,,,43976,44920,634,36676,4,37620,3
634,41270,3,42366,3,1096,2012,2015,,,,44920,46016,634,37620,3,38716,3
635,40174,6,40357,7,183,2009,2010,,,,43824,44007,635,36524,6,36707,7
636,40682,4,40713,5,31,2011,2011,,,,44332,44363,636,37032,4,37063,5
636,40713,5,40905,6,192,2011,2011,,,,44363,44555,636,37063,5,37255,6
636,40905,6,41052,6,147,2011,2012,,,,44555,44702,636,37255,6,37402,6
636,41052,6,41413,7,361,2012,2013,,,,44702,45063,636,37402,6,37763,7
636,41413,7,42366,7,953,2013,2015,,,,45063,46016,636,37763,7,38716,7
637,40174,5,40682,4,508,2009,2011,,,,43824,44332,637,36524,5,37032,4
637,40682,4,40722,3,40,2011,2011,,,,44332,44372,637,37032,4,37072,3
637,40722,3,42143,4,1421,2011,2015,,,,44372,45793,637,37072,3,38493,4
637,42143,4,42366,4,223,2015,2015,,,,45793,46016,637,38493,4,38716,4
638,40775,2,42001,2,1226,2011,2014,,,,44425,45651,638,37125,2,38351,2
638,42001,2,42366,2,365,2014,2015,,,,45651,46016,638,38351,2,38716,2
639,40083,6,40326,5,243,2009,2010,,,,43733,43976,639,36433,6,36676,5
640,40682,4,41108,3,426,2011,2012,,,,44332,44758,640,37032,4,37458,3
640,41108,3,42366,3,1258,2012,2015,,,,44758,46016,640,37458,3,38716,3
641,40174,4,40510,5,336,2009,2010,,,,43824,44160,641,36524,4,36860,5
641,40510,5,40540,6,30,2010,2010,,,,44160,44190,641,36860,5,36890,6
641,40540,6,41056,7,516,2010,2012,,,,44190,44706,641,36890,6,37406,7
641,41056,7,41117,6,61,2012,2012,,,,44706,44767,641,37406,7,37467,6
641,41117,6,41240,7,123,2012,2012,,,,44767,44890,641,37467,6,37590,7
641,41240,7,41270,8,30,2012,2012,,,,44890,44920,641,37590,7,37620,8
642,41910,1,42366,1,456,2014,2015,,,,45560,46016,642,38260,1,38716,1
643,40743,3,42366,3,1623,2011,2015,,,,44393,46016,643,37093,3,38716,3
644,40174,4,42366,4,2192,2009,2015,,,,43824,46016,644,36524,4,38716,4
645,39960,6,40682,7,722,2009,2011,,,,43610,44332,645,36310,6,37032,7
645,40682,7,40905,7,223,2011,2011,,,,44332,44555,645,37032,7,37255,7
646,39960,3,42001,3,2041,2009,2014,,,,43610,45651,646,36310,3,38351,3
646,42001,3,42366,3,365,2014,2015,,,,45651,46016,646,38351,3,38716,3
647,40510,4,41179,4,669,2010,2012,,,,44160,44829,647,36860,4,37529,4
647,41179,4,42366,4,1187,2012,2015,,,,44829,46016,647,37529,4,38716,4
648,40691,3,42366,3,1675,2011,2015,,,,44341,46016,648,37041,3,38716,3
649,40713,6,40905,6,192,2011,2011,,,,44363,44555,649,37063,6,37255,6
649,40905,6,41049,6,144,2011,2012,,,,44555,44699,649,37255,6,37399,6
649,41049,6,41574,7,525,2012,2013,,,,44699,45224,649,37399,6,37924,7
649,41574,7,42366,7,792,2013,2015,,,,45224,46016,649,37924,7,38716,7
650,39960,4,40409,3,449,2009,2010,,,,43610,44059,650,36310,4,36759,3
650,40409,3,40805,4,396,2010,2011,,,,44059,44455,650,36759,3,37155,4
650,40805,4,40905,4,100,2011,2011,,,,44455,44555,650,37155,4,37255,4
650,40905,4,41139,4,234,2011,2012,,,,44555,44789,650,37255,4,37489,4
650,41139,4,42143,4,1004,2012,2015,,,,44789,45793,650,37489,4,38493,4
650,42143,4,42366,4,223,2015,2015,,,,45793,46016,650,38493,4,38716,4
651,40317,4,40905,4,588,2010,2011,,,,43967,44555,651,36667,4,37255,4
651,40905,4,42366,4,1461,2011,2015,,,,44555,46016,651,37255,4,38716,4
653,40805,4,42366,4,1561,2011,2015,,,,44455,46016,653,37155,4,38716,4
653,42366,4,42366,4,0,2015,2015,,,,46016,46016,653,38716,4,38716,4
655,40896,2,42366,2,1470,2011,2015,,,,44546,46016,655,37246,2,38716,2
656,40777,2,40905,1,128,2011,2011,,,,44427,44555,656,37127,2,37255,1
656,40905,1,41778,2,873,2011,2014,,,,44555,45428,656,37255,1,38128,2
656,41778,2,42366,2,588,2014,2015,,,,45428,46016,656,38128,2,38716,2
657,40868,2,40905,2,37,2011,2011,,,,44518,44555,657,37218,2,37255,2
657,40905,2,42366,2,1461,2011,2015,,,,44555,46016,657,37255,2,38716,2
658,40540,1,42366,1,1826,2010,2015,,,,44190,46016,658,36890,1,38716,1
659,41270,3,42366,3,1096,2012,2015,,,,44920,46016,659,37620,3,38716,3
660,40104,3,40174,3,70,2009,2009,,,,43754,43824,660,36454,3,36524,3
660,40174,3,40905,4,731,2009,2011,,,,43824,44555,660,36524,3,37255,4
660,40905,4,42152,4,1247,2011,2015,,,,44555,45802,660,37255,4,38502,4
660,42152,4,42366,4,214,2015,2015,,,,45802,46016,660,38502,4,38716,4
662,41839,6,42366,6,527,2014,2015,,,,45489,46016,662,38189,6,38716,6
663,40317,3,40805,4,488,2010,2011,,,,43967,44455,663,36667,3,37155,4
663,40805,4,40905,3,100,2011,2011,,,,44455,44555,663,37155,4,37255,3
663,40905,3,41056,4,151,2011,2012,,,,44555,44706,663,37255,3,37406,4
663,41056,4,41078,5,22,2012,2012,,,,44706,44728,663,37406,4,37428,5
663,41078,5,42366,5,1288,2012,2015,,,,44728,46016,663,37428,5,38716,5
664,40752,3,42366,3,1614,2011,2015,,,,44402,46016,664,37102,3,38716,3
665,41870,4,42366,4,496,2014,2015,,,,45520,46016,665,38220,4,38716,4
667,40752,6,42366,6,1614,2011,2015,,,,44402,46016,667,37102,6,38716,6
668,40540,3,40783,3,243,2010,2011,,,,44190,44433,668,36890,3,37133,3
668,40783,3,41910,2,1127,2011,2014,,,,44433,45560,668,37133,3,38260,2
668,41910,2,42366,2,456,2014,2015,,,,45560,46016,668,38260,2,38716,2
669,40510,3,40682,3,172,2010,2011,,,,44160,44332,669,36860,3,37032,3
670,40684,2,40691,2,7,2011,2011,,,,44334,44341,670,37034,2,37041,2
670,40691,2,42366,2,1675,2011,2015,,,,44341,46016,670,37041,2,38716,2
671,40810,2,42366,2,1556,2011,2015,,,,44460,46016,671,37160,2,38716,2
673,40540,2,41141,2,601,2010,2012,,,,44190,44791,673,36890,2,37491,2
673,41141,2,42366,2,1225,2012,2015,,,,44791,46016,673,37491,2,38716,2
674,41052,7,41420,7,368,2012,2013,,,,44702,45070,674,37402,7,37770,7
674,41420,7,41787,8,367,2013,2014,,,,45070,45437,674,37770,7,38137,8
675,40348,4,40682,7,334,2010,2011,,,,43998,44332,675,36698,4,37032,7
675,40682,7,40805,8,123,2011,2011,,,,44332,44455,675,37032,7,37155,8
675,40805,8,41416,6,611,2011,2013,,,,44455,45066,675,37155,8,37766,6
675,41416,6,42366,6,950,2013,2015,,,,45066,46016,675,37766,6,38716,6
676,40875,4,41056,5,181,2011,2012,,,,44525,44706,676,37225,4,37406,5
676,41056,5,41270,5,214,2012,2012,,,,44706,44920,676,37406,5,37620,5
676,41270,5,42366,5,1096,2012,2015,,,,44920,46016,676,37620,5,38716,5
678,41270,3,42366,3,1096,2012,2015,,,,44920,46016,678,37620,3,38716,3
680,39951,4,40317,3,366,2009,2010,,,,43601,43967,680,36301,4,36667,3
680,40317,3,41818,3,1501,2010,2014,,,,43967,45468,680,36667,3,38168,3
680,41818,3,41908,3,90,2014,2014,,,,45468,45558,680,38168,3,38258,3
680,41908,3,42366,3,458,2014,2015,,,,45558,46016,680,38258,3,38716,3
681,40326,6,40687,7,361,2010,2011,,,,43976,44337,681,36676,6,37037,7
682,39951,4,40357,3,406,2009,2010,,,,43601,44007,682,36301,4,36707,3
682,40357,3,42001,3,1644,2010,2014,,,,44007,45651,682,36707,3,38351,3
682,42001,3,42366,3,365,2014,2015,,,,45651,46016,682,38351,3,38716,3
683,39951,4,40317,3,366,2009,2010,,,,43601,43967,683,36301,4,36667,3
683,40317,3,41818,3,1501,2010,2014,,,,43967,45468,683,36667,3,38168,3
683,41818,3,42366,3,548,2014,2015,,,,45468,46016,683,38168,3,38716,3
684,40682,3,42366,3,1684,2011,2015,,,,44332,46016,684,37032,3,38716,3
685,40174,6,40905,7,731,2009,2011,,,,43824,44555,685,36524,6,37255,7
685,40905,7,41482,6,577,2011,2013,,,,44555,45132,685,37255,7,37832,6
685,41482,6,41635,8,153,2013,2013,,,,45132,45285,685,37832,6,37985,8
686,40440,4,40844,4,404,2010,2011,,,,44090,44494,686,36790,4,37194,4
686,40844,4,40905,5,61,2011,2011,,,,44494,44555,686,37194,4,37255,5
686,40905,5,41117,5,212,2011,2012,,,,44555,44767,686,37255,5,37467,5
686,41117,5,42366,5,1249,2012,2015,,,,44767,46016,686,37467,5,38716,5
687,40682,5,40783,4,101,2011,2011,,,,44332,44433,687,37032,5,37133,4
687,40783,4,41117,5,334,2011,2012,,,,44433,44767,687,37133,4,37467,5
687,41117,5,42001,5,884,2012,2014,,,,44767,45651,687,37467,5,38351,5
687,42001,5,42366,5,365,2014,2015,,,,45651,46016,687,38351,5,38716,5
688,41416,3,41839,3,423,2013,2014,,,,45066,45489,688,37766,3,38189,3
