id,start.year,default,wcTA,reTA,ebitTA,mktcapTL,sTA
97,2012,0,-0.02,0.22,0.04,0.68,0.11
97,2013,0,-0.02,0.24,0.05,0.58,0.12
97,2014,0,-0.03,0.26,0.06,0.68,0.13
97,2015,0,0.01,0.25,0.06,0.93,0.13
98,2010,0,0.35,0.15,0.08,2.68,0.46
98,2011,0,0.26,0.18,0.08,2.08,0.41
98,2012,0,0.33,0.09,0.04,0.78,0.33
98,2013,0,0.26,-0.10,0.06,0.44,0.33
98,2014,0,0.21,-0.19,-0.03,1.85,0.41
98,2015,0,0.26,-0.25,0.03,1.22,0.43
99,2006,0,0.03,-0.12,0.04,0.20,0.28
99,2007,0,0.12,-0.14,0.05,0.26,0.28
99,2008,0,0.09,-0.36,0.07,0.81,0.36
99,2009,0,0.07,-0.32,0.08,2.19,0.40
99,2010,0,0.06,-0.24,0.08,2.55,0.36
99,2011,0,0.01,-0.21,0.06,1.32,0.36
99,2012,0,0.01,-0.24,0.02,1.11,0.29
99,2013,0,-0.01,-0.55,0.05,0.82,0.34
99,2014,0,0.07,-0.41,0.05,1.23,0.32
99,2015,0,0.10,-0.40,0.04,0.85,0.29
100,2010,0,0.17,0.24,0.08,5.59,0.27
100,2011,0,0.14,0.23,0.04,3.07,0.24
100,2012,0,0.19,0.24,0.06,2.35,0.22
100,2013,0,0.14,0.26,0.02,2.86,0.26
100,2014,0,0.03,0.29,0.05,3.02,0.25
100,2015,0,0.01,0.31,0.05,3.45,0.26
101,2006,0,0.62,0.13,0.04,2.34,0.22
101,2007,0,0.69,0.17,0.04,1.85,0.27
101,2008,0,0.61,0.15,0.01,1.54,0.25
101,2009,0,0.64,0.16,0.05,1.54,0.28
101,2010,0,0.64,0.15,0.01,1.14,0.20
102,2010,0,0.01,0.45,0.08,2.79,0.39
103,2010,0,-0.01,0.21,0.04,0.48,0.16
103,2011,0,-0.03,0.25,0.03,0.42,0.12
103,2012,0,-0.04,0.23,0.04,0.54,0.14
103,2013,0,0.01,0.25,0.05,0.44,0.13
103,2014,0,0.02,0.24,0.06,0.54,0.12
103,2015,0,0.03,0.24,0.05,0.51,0.13
104,2009,0,0.20,0.11,0.09,0.89,0.14
104,2010,0,0.17,0.18,0.07,1.04,0.15
104,2011,0,0.17,0.19,0.07,0.48,0.14
104,2012,0,0.14,0.17,0.08,0.48,0.20
104,2013,0,0.18,0.15,0.09,0.91,0.20
104,2014,0,0.15,0.17,0.07,0.49,0.19
105,2010,0,0.13,0.41,0.04,1.40,0.22
105,2011,0,0.36,0.47,0.05,1.96,0.21
105,2012,0,0.36,0.52,0.06,2.61,0.23
105,2013,0,0.37,0.50,0.06,1.21,0.23
105,2014,0,0.37,0.49,0.05,1.46,0.24
105,2015,0,0.35,0.50,0.06,1.95,0.23
106,2010,0,0.15,0.15,0.05,0.35,0.28
106,2011,0,0.06,0.14,0.07,0.33,0.31
106,2013,0,0.04,0.14,0.06,0.41,0.32
106,2014,0,-0.02,-0.10,0.06,0.31,0.40
106,2015,0,0.12,-0.04,0.06,0.53,0.37
107,2010,0,-0.01,0.24,0.05,0.98,0.13
107,2011,0,0.01,0.25,0.04,0.90,0.11
107,2012,0,-0.02,0.24,0.04,0.80,0.11
107,2013,0,-0.04,0.21,0.03,0.64,0.11
108,2010,0,-0.31,0.74,0.07,3.65,0.27
108,2011,0,-0.34,0.83,0.05,2.24,0.26
108,2012,0,-0.29,0.76,0.07,1.84,0.24
108,2013,0,-0.23,0.82,0.05,1.68,0.22
108,2014,0,-0.22,0.82,0.07,1.72,0.26
108,2015,0,-0.11,0.84,0.04,1.85,0.25
109,2010,0,0.02,0.14,0.05,0.86,0.13
109,2011,0,-0.02,0.17,0.05,0.93,0.12
109,2012,0,-0.01,0.17,0.05,1.21,0.11
109,2013,0,-0.02,0.17,0.05,1.10,0.11
109,2014,0,0.00,0.19,0.05,1.52,0.13
109,2015,0,0.00,0.22,0.06,1.79,0.13
110,2010,0,0.02,0.19,0.07,1.74,0.16
110,2011,0,0.06,0.10,0.07,1.12,0.17
110,2012,0,0.03,0.18,0.05,1.12,0.11
110,2013,0,0.04,0.21,0.05,1.03,0.17
110,2014,0,0.18,0.23,0.02,1.14,0.17
110,2015,0,0.04,0.21,0.05,0.68,0.13
111,2010,0,0.26,0.18,0.05,0.52,0.26
111,2011,0,0.33,0.20,0.05,0.66,0.25
111,2012,0,0.25,0.21,0.05,1.15,0.24
111,2013,0,0.27,0.26,0.05,1.13,0.23
111,2014,0,0.22,0.27,0.07,1.10,0.21
111,2015,0,0.23,0.25,0.05,1.19,0.16
112,2012,0,0.30,0.35,0.04,2.95,0.21
112,2013,0,0.34,0.37,0.08,2.91,0.35
112,2014,0,0.39,0.45,0.07,3.44,0.35
112,2015,0,0.38,0.50,0.06,3.66,0.36
113,2010,0,0.29,0.33,0.07,3.65,0.81
113,2011,0,0.28,0.33,0.06,3.28,1.06
113,2012,0,0.29,0.30,0.05,3.38,0.88
113,2013,0,0.34,0.33,0.06,2.78,0.82
113,2014,0,0.34,0.37,0.06,2.71,0.84
113,2015,0,0.18,0.42,0.06,2.31,0.81
114,2010,0,0.32,0.53,0.05,1.82,0.41
114,2011,0,0.18,0.50,0.05,1.74,0.35
114,2012,0,0.24,0.46,0.04,1.32,0.33
114,2013,0,0.15,0.50,0.05,1.68,0.39
115,2012,0,0.03,0.13,0.04,0.70,0.11
115,2013,0,0.03,0.12,0.05,0.75,0.12
115,2014,0,0.04,0.12,0.03,0.63,0.11
115,2015,0,0.02,0.12,0.04,0.64,0.12
116,2010,0,0.12,0.26,0.04,0.68,0.20
116,2011,0,0.08,0.23,0.04,0.45,0.21
116,2012,0,0.11,0.25,0.07,0.66,0.29
116,2013,0,0.15,0.19,0.03,0.69,0.18
116,2014,0,0.18,0.18,0.03,0.41,0.19
116,2015,0,0.21,0.20,0.06,0.87,0.23
117,2010,0,0.03,0.04,0.02,1.04,0.13
117,2011,0,0.04,0.06,0.03,0.95,0.16
117,2012,0,-0.09,0.05,0.03,1.01,0.15
117,2013,0,0.05,0.06,0.02,0.88,0.14
117,2014,0,0.00,0.03,0.03,0.87,0.13
117,2015,0,-0.04,0.03,0.03,0.82,0.13
118,2010,0,0.17,0.29,0.04,0.82,0.22
118,2011,0,0.16,0.28,0.05,0.75,0.21
118,2012,0,0.13,0.27,0.05,0.76,0.19
118,2013,0,0.12,0.24,0.05,0.60,0.19
118,2014,0,0.14,0.23,0.06,0.96,0.22
118,2015,0,0.15,0.24,0.06,0.96,0.22
119,2006,0,0.45,-3.05,-0.02,6.27,0.09
119,2007,0,0.58,-2.37,0.02,23.54,0.15
119,2008,0,0.42,-1.94,0.02,15.87,0.17
120,2011,0,-0.02,0.21,0.04,0.92,0.15
120,2012,0,-0.08,0.22,0.03,0.81,0.10
120,2013,0,-0.06,0.18,0.04,0.41,0.10
120,2014,0,0.00,0.16,0.05,0.55,0.11
120,2015,0,0.02,0.21,0.04,0.83,0.12
121,2007,0,0.35,0.02,0.06,0.47,0.29
121,2008,0,0.36,0.04,0.05,0.81,0.30
121,2009,0,0.34,0.03,0.07,0.37,0.35
122,2010,0,0.03,0.29,0.05,2.35,0.11
122,2011,0,-0.03,0.25,0.06,1.18,0.10
122,2013,0,0.01,0.35,0.05,0.92,0.11
122,2014,0,0.03,0.39,0.04,1.09,0.12
122,2015,0,0.00,0.42,0.04,1.11,0.10
123,2010,0,0.05,0.34,0.03,0.59,0.51
123,2011,0,0.07,0.25,0.02,0.23,0.44
123,2012,0,0.09,0.24,0.03,1.07,0.46
123,2013,0,0.14,-0.08,0.04,0.24,0.48
123,2014,0,0.17,-0.29,0.03,0.84,0.58
123,2015,0,0.25,-0.29,0.05,2.06,0.59
124,2010,0,0.10,0.27,0.05,1.17,0.19
125,2010,0,0.23,0.53,0.05,1.97,0.47
125,2011,0,0.27,0.54,0.06,2.01,0.55
125,2012,0,0.16,0.42,0.03,1.15,0.60
125,2013,0,0.21,0.42,0.03,0.68,0.57
125,2014,0,0.26,0.43,0.05,1.23,0.53
125,2015,0,0.36,0.43,0.05,1.66,0.49
126,2015,1,0.16,0.11,0.07,1.36,0.40
127,2006,0,0.15,-0.82,0.06,0.35,0.33
127,2007,0,0.17,-0.41,0.05,0.53,0.25
127,2008,0,0.13,-0.30,0.07,0.81,0.24
127,2009,0,0.03,-0.12,0.05,1.21,0.20
127,2010,0,0.08,-0.02,0.07,0.46,0.18
127,2011,0,0.34,-0.04,0.03,0.14,0.16
127,2012,0,0.21,-0.02,0.05,0.57,0.18
127,2013,0,0.13,0.01,0.07,1.45,0.17
127,2014,0,0.16,0.07,0.07,1.17,0.18
127,2015,0,0.22,0.08,0.08,2.74,0.19
128,2010,0,0.23,0.42,0.03,0.67,0.21
128,2011,0,0.05,0.26,0.05,0.28,0.16
128,2012,0,0.07,0.36,0.04,0.56,0.19
128,2013,0,0.10,0.36,0.05,0.34,0.21
128,2014,0,0.07,0.41,0.04,0.47,0.19
128,2015,0,0.04,0.43,0.04,0.66,0.21
129,2006,0,-0.02,0.45,0.00,1.74,0.25
129,2007,0,0.00,0.48,0.05,2.24,0.31
129,2008,0,0.04,0.51,0.06,2.84,0.27
129,2009,0,0.02,0.49,0.03,2.80,0.21
129,2010,0,0.02,0.45,0.06,2.52,0.27
129,2011,0,0.04,0.52,0.08,2.61,0.33
129,2012,0,0.00,0.44,0.01,2.21,0.28
129,2013,0,-0.01,0.43,0.05,1.58,0.36
129,2014,0,0.06,0.46,0.07,2.06,0.37
129,2015,0,0.13,0.51,0.07,2.35,0.45
130,2012,0,-0.03,0.59,0.08,4.79,0.51
130,2013,0,-0.06,0.58,0.07,3.89,0.47
130,2014,0,-0.04,0.61,0.07,4.39,0.46
130,2015,0,0.04,0.60,0.08,2.78,0.48
131,2006,0,0.22,-0.68,0.03,5.67,0.22
131,2007,0,0.15,-0.58,0.03,3.47,0.21
131,2008,0,0.21,-0.52,0.02,3.37,0.12
131,2009,0,0.46,-0.14,0.03,4.82,0.12
131,2010,0,0.33,-0.11,0.02,10.10,0.09
131,2011,0,0.31,-0.14,0.05,13.89,0.16
131,2012,0,0.32,-0.09,0.03,8.97,0.14
131,2013,0,0.39,-0.02,0.06,8.19,0.15
131,2014,0,0.23,0.08,0.04,6.15,0.15
131,2015,0,0.25,0.09,0.02,3.70,0.13
132,2010,0,0.10,0.55,0.06,4.19,0.41
132,2011,0,0.06,0.63,0.05,3.87,0.46
132,2012,0,0.14,0.36,0.05,1.59,0.30
132,2013,0,0.13,0.38,0.05,1.93,0.31
132,2014,0,0.07,0.41,0.07,2.39,0.29
132,2015,0,0.11,0.29,0.05,1.61,0.24
133,2010,0,0.01,0.06,0.03,1.96,0.08
133,2011,0,-0.02,-0.03,0.03,1.14,0.11
133,2012,0,-0.04,-0.09,0.02,0.47,0.13
133,2013,0,-0.19,-3.31,0.05,0.22,0.38
133,2014,0,0.00,-1.71,0.07,0.47,0.19
133,2015,0,0.01,-1.79,0.07,0.43,0.17
134,2010,0,0.14,0.11,0.07,0.57,0.33
134,2011,0,0.20,0.14,0.06,0.58,0.31
134,2013,0,0.21,-0.18,0.01,0.29,0.23
134,2014,0,0.05,-0.47,0.05,0.22,0.31
134,2015,0,0.29,-0.53,0.05,0.27,0.32
135,2010,0,0.05,0.31,0.04,0.48,0.15
135,2011,0,0.04,0.34,0.04,0.54,0.16
135,2012,0,0.02,0.37,0.04,0.65,0.16
135,2013,0,0.02,0.37,0.05,0.52,0.15
135,2014,0,0.02,0.36,0.06,0.83,0.17
135,2015,0,0.03,0.38,0.06,1.40,0.18
136,2008,0,0.07,0.09,0.05,4.59,0.11
136,2009,0,0.05,0.09,0.03,4.73,0.09
136,2010,0,0.05,0.07,0.03,4.50,0.09
136,2011,0,0.02,0.04,0.03,1.47,0.07
136,2012,0,0.02,0.02,0.04,1.74,0.07
136,2013,0,0.01,-0.57,0.03,1.72,0.12
136,2014,0,0.05,-0.50,0.05,2.28,0.10
136,2015,0,0.04,-0.96,0.05,1.86,0.15
137,2011,0,0.02,0.11,0.02,0.37,0.07
137,2012,0,0.03,0.02,0.02,0.37,0.07
137,2013,0,-0.86,-0.68,0.04,0.03,0.14
138,2010,0,-0.02,0.43,0.08,4.94,0.30
138,2011,0,0.02,0.45,0.09,4.15,0.30
138,2012,0,0.05,0.51,0.09,3.85,0.32
138,2013,0,-0.02,0.56,0.11,4.21,0.33
138,2014,0,-0.11,0.63,0.10,3.83,0.35
138,2015,0,-0.02,0.70,0.11,5.01,0.35
139,2010,0,0.02,0.00,0.04,0.32,0.25
139,2011,0,0.05,0.00,0.03,0.25,0.24
139,2012,0,-0.02,0.00,0.03,0.27,0.26
139,2013,0,0.05,0.03,0.04,0.36,0.23
139,2014,0,0.08,0.03,0.04,0.30,0.25
139,2015,0,0.06,0.05,0.05,0.32,0.27
140,2010,0,-0.14,0.92,0.09,11.92,0.25
140,2011,0,-0.12,0.94,0.08,13.15,0.25
140,2012,0,-0.03,0.96,0.08,10.64,0.23
140,2013,0,0.02,0.89,0.08,8.59,0.22
140,2014,0,0.05,0.93,0.08,9.41,0.22
140,2015,0,0.07,0.92,0.08,6.58,0.20
141,2010,0,0.48,-0.94,-0.05,0.38,0.10
141,2011,1,0.37,-1.43,-0.05,0.18,0.11
142,2010,0,0.05,0.44,0.10,6.81,0.35
142,2011,0,0.05,0.54,0.11,6.42,0.37
142,2012,0,0.04,0.61,0.10,5.22,0.36
142,2013,0,0.03,0.67,0.08,4.23,0.38
142,2014,0,0.04,0.77,0.10,4.10,0.36
142,2015,0,0.03,0.77,0.09,3.69,0.36
143,2010,0,-0.06,0.09,0.07,1.07,0.13
144,2010,0,0.19,0.22,0.05,2.06,0.09
144,2011,0,0.06,0.07,0.04,1.76,0.09
144,2012,0,0.07,0.09,0.02,1.46,0.10
144,2013,0,-0.04,0.04,0.02,0.74,0.05
144,2014,0,-0.01,0.08,0.05,1.12,0.07
144,2015,0,-0.02,0.09,0.04,1.20,0.07
145,2010,0,0.30,0.37,0.06,0.69,0.55
145,2011,0,0.27,0.40,0.06,0.53,0.65
145,2012,0,0.29,0.42,0.05,0.66,0.63
145,2013,0,0.35,0.36,0.03,0.77,0.58
145,2014,0,0.35,0.35,0.04,0.76,0.65
145,2015,0,0.36,0.29,0.07,0.79,0.77
146,2010,0,0.12,0.14,0.04,1.03,0.14
147,2010,0,0.10,0.32,0.04,3.71,0.40
147,2011,0,0.17,0.27,0.06,2.04,0.49
147,2012,0,0.13,0.21,0.04,1.36,0.40
148,2010,0,0.09,0.26,0.08,3.10,0.15
148,2011,0,0.07,0.26,0.00,1.89,0.07
148,2012,0,0.10,0.19,0.01,1.69,0.10
148,2013,0,0.08,0.19,0.04,1.20,0.11
148,2014,0,0.11,0.21,0.04,2.64,0.11
149,2010,0,0.16,0.37,0.06,4.72,0.47
149,2011,0,-0.03,0.28,0.03,1.13,0.38
149,2012,0,0.10,0.30,0.05,1.79,0.38
149,2013,0,0.13,0.32,0.07,1.09,0.34
149,2014,0,0.17,0.35,0.05,1.21,0.33
149,2015,0,0.18,0.40,0.05,1.46,0.34
150,2010,0,0.06,0.12,0.07,1.25,0.53
150,2011,0,0.05,0.10,0.05,0.94,0.41
150,2013,0,0.19,0.16,0.04,1.27,0.28
150,2014,0,0.17,0.21,0.06,1.61,0.29
151,2013,0,0.00,0.33,0.03,0.78,0.13
151,2014,0,0.00,0.30,0.06,0.72,0.14
151,2015,0,0.00,0.26,0.05,0.75,0.13
152,2010,0,0.09,0.27,0.05,0.82,0.49
152,2011,0,0.13,0.28,0.04,0.78,0.46
152,2012,0,0.18,0.16,0.03,0.72,0.40
152,2013,0,0.17,0.19,0.06,0.85,0.49
152,2014,0,0.21,0.21,0.05,0.90,0.33
152,2015,0,0.34,0.19,0.06,1.54,0.42
153,2010,0,0.04,0.27,0.05,1.54,0.18
154,2006,0,-0.05,-0.02,0.06,0.49,0.17
154,2007,0,-0.05,-0.01,0.05,0.57,0.17
154,2008,0,-0.06,-0.01,0.06,0.66,0.18
154,2009,0,-0.01,-0.01,0.03,0.62,0.16
154,2010,0,-0.01,0.02,0.04,0.31,0.14
154,2011,0,-0.02,0.00,0.04,0.33,0.25
154,2012,0,-0.01,-0.06,0.03,0.23,0.24
154,2013,0,0.02,-0.16,-0.01,0.14,0.16
154,2014,0,0.10,-0.13,0.04,0.15,0.12
154,2015,0,0.11,-0.10,0.03,0.17,0.14
155,2010,0,0.24,0.41,0.06,0.71,0.29
155,2011,0,0.18,0.39,0.05,0.43,0.32
155,2012,0,0.14,0.40,0.05,0.65,0.31
155,2013,0,0.19,0.41,0.05,0.67,0.34
155,2014,0,0.23,0.43,0.04,0.89,0.21
155,2015,0,0.53,0.55,0.03,1.12,0.23
156,2010,0,0.24,-0.23,0.07,2.90,0.19
156,2011,0,0.16,-0.11,0.06,4.15,0.20
156,2012,0,0.25,0.00,0.08,5.20,0.21
156,2013,0,0.15,0.09,0.07,3.15,0.20
156,2014,0,0.25,0.19,0.08,4.86,0.19
156,2015,0,0.26,0.30,0.07,8.64,0.20
157,2010,0,0.18,0.56,0.03,2.68,0.34
157,2011,0,0.11,0.58,0.05,4.13,0.39
157,2012,0,0.07,0.56,0.05,2.38,0.35
157,2013,0,0.01,0.25,0.04,0.67,0.26
157,2014,0,0.02,0.30,0.04,0.64,0.26
157,2015,0,0.06,0.36,0.06,0.93,0.26
158,2010,0,0.09,0.31,0.06,7.82,0.23
158,2011,0,0.17,0.15,0.06,6.81,0.13
158,2012,0,0.20,-0.27,0.00,1.18,0.11
158,2013,0,0.22,-0.42,0.01,0.57,0.09
158,2014,0,0.13,-0.45,0.05,2.65,0.11
158,2015,0,0.12,-0.72,0.04,2.83,0.14
159,2013,0,-0.03,0.65,0.06,3.31,0.47
159,2014,0,-0.02,0.62,0.08,3.22,0.47
159,2015,0,0.00,0.64,0.08,2.91,0.45
160,2010,0,0.26,0.54,0.09,2.20,0.35
160,2011,0,0.26,0.63,0.07,3.23,0.33
160,2012,0,0.24,0.62,0.05,2.42,0.33
160,2013,0,0.20,0.55,-0.01,1.59,0.28
160,2014,0,0.16,0.52,0.06,1.82,0.27
160,2015,0,0.17,0.40,0.05,1.19,0.27
161,2011,0,0.13,-0.03,0.04,0.46,0.24
161,2012,0,0.07,-0.10,0.03,0.41,0.21
161,2013,0,0.07,-0.25,0.02,0.29,0.21
161,2014,0,0.07,-0.24,0.03,0.40,0.25
161,2015,0,0.15,-0.22,0.04,0.61,0.26
162,2010,0,0.00,0.04,0.02,0.18,0.80
163,2010,0,-0.02,0.08,0.02,0.34,0.18
163,2011,0,0.09,0.02,0.03,0.14,0.18
163,2012,0,0.02,-0.13,0.02,0.07,0.20
163,2013,0,0.01,-0.31,0.05,0.21,0.24
163,2014,0,0.03,-0.27,0.05,0.23,0.23
163,2015,0,0.06,-0.26,0.06,0.33,0.26
164,2010,0,0.22,0.17,0.06,0.63,0.42
164,2011,0,0.17,0.16,0.02,0.52,0.39
164,2012,0,0.19,0.09,0.04,0.53,0.37
164,2013,0,0.17,0.04,0.03,0.32,0.31
164,2014,0,0.18,0.05,0.04,0.54,0.38
164,2015,0,0.20,0.08,0.05,0.75,0.38
165,2008,0,0.20,-0.17,0.03,0.53,0.30
165,2009,0,0.20,-0.39,-0.01,0.22,0.36
166,2010,0,0.03,-0.02,0.01,0.12,0.75
166,2011,0,-0.08,-0.17,-0.01,0.08,0.93
167,2010,0,0.11,0.22,0.05,0.64,0.33
167,2011,0,0.03,0.24,0.02,0.29,0.29
167,2012,0,0.05,0.19,0.04,0.27,0.27
167,2013,0,0.17,0.15,0.04,0.25,0.27
167,2014,0,0.18,0.21,0.04,0.39,0.25
167,2015,0,0.12,0.25,0.02,0.42,0.26
168,2010,0,0.19,0.45,0.07,5.16,0.31
168,2011,0,0.14,0.43,0.08,4.65,0.30
168,2012,0,0.21,0.42,0.05,3.36,0.22
168,2013,0,0.22,0.38,0.06,3.36,0.25
168,2014,0,0.25,0.42,0.06,4.38,0.25
168,2015,0,0.11,0.45,0.07,4.61,0.26
169,2010,0,0.07,0.31,0.10,2.58,0.67
169,2011,0,0.08,0.30,0.09,2.65,0.66
169,2012,0,0.14,0.31,0.08,2.49,0.58
169,2013,0,0.17,0.32,0.07,1.37,0.53
169,2014,0,0.17,0.33,0.07,1.73,0.48
169,2015,0,0.21,0.37,0.08,2.38,0.49
170,2009,0,0.01,0.21,0.03,1.45,0.12
170,2010,0,0.01,0.20,0.04,0.99,0.11
170,2011,0,0.05,0.24,0.06,1.24,0.10
170,2012,0,0.04,0.24,0.05,0.92,0.09
170,2013,0,0.06,0.24,0.06,0.61,0.09
170,2014,0,-0.03,0.25,0.05,0.78,0.11
170,2015,0,0.09,0.30,0.05,1.07,0.10
171,2010,0,0.10,0.44,0.05,0.84,0.53
171,2011,0,0.10,0.39,0.04,0.92,0.54
172,2010,0,-0.07,0.02,0.05,0.39,0.17
172,2011,0,-0.07,0.05,0.05,0.38,0.22
172,2012,0,-0.17,0.04,0.03,0.47,0.14
173,2010,0,-0.13,0.20,0.06,0.70,0.27
173,2011,0,-0.06,0.24,0.04,0.40,0.21
173,2012,0,-0.09,0.15,-0.01,0.21,0.14
173,2013,0,-0.08,0.03,0.02,0.09,0.16
173,2014,0,-0.04,-0.03,0.03,0.09,0.17
173,2015,0,-0.09,-0.27,-0.01,0.07,0.19
174,2011,0,-0.13,0.24,0.14,4.77,0.50
174,2012,0,-0.50,0.06,0.20,6.03,0.63
174,2013,0,0.02,0.02,0.16,4.34,0.49
174,2014,0,-0.53,-0.59,0.17,2.45,0.55
174,2015,0,-0.18,-0.14,0.09,1.15,0.34
175,2012,0,0.01,0.13,0.05,0.50,0.13
175,2013,0,0.01,0.11,0.03,0.56,0.12
175,2014,0,0.02,0.14,0.03,0.47,0.11
175,2015,0,0.03,0.13,0.04,0.52,0.14
176,2010,0,0.28,0.49,0.05,1.52,0.27
177,2012,0,0.30,0.13,0.05,2.01,0.29
177,2013,0,0.13,0.14,0.06,1.07,0.24
177,2014,0,0.10,0.12,0.05,0.78,0.24
177,2015,0,0.23,0.13,0.05,0.97,0.22
178,2010,0,0.33,0.18,0.05,0.25,0.26
178,2011,0,0.37,0.20,0.06,0.14,0.30
178,2012,0,0.18,0.20,0.05,0.61,0.28
178,2013,0,0.37,0.22,0.05,0.40,0.29
178,2014,0,0.35,0.24,0.06,0.38,0.30
178,2015,0,0.37,0.20,0.05,0.31,0.26
179,2010,0,0.25,0.23,0.03,1.83,0.16
179,2011,0,0.19,0.22,0.04,2.54,0.19
179,2012,0,0.18,0.19,0.03,2.64,0.16
179,2013,0,0.13,0.18,0.05,1.59,0.18
179,2014,0,0.21,0.11,0.04,1.13,0.18
179,2015,0,0.28,0.11,0.08,2.97,0.21
180,2010,0,0.35,0.36,0.05,0.41,0.37
180,2011,0,0.30,0.39,0.06,0.29,0.40
180,2012,0,0.31,0.41,0.06,0.29,0.40
180,2013,0,0.37,0.35,0.05,0.30,0.41
180,2014,0,0.29,0.36,0.05,0.35,0.40
180,2015,0,0.25,0.44,0.04,0.64,0.44
181,2009,0,0.08,0.30,0.06,2.39,0.17
181,2010,0,0.08,0.32,0.03,2.39,0.15
181,2011,0,0.07,0.30,0.05,3.85,0.18
181,2012,0,0.05,0.31,0.04,1.89,0.16
181,2013,0,0.03,0.29,0.04,1.18,0.17
181,2014,0,0.02,0.29,0.04,1.60,0.15
181,2015,0,-0.01,0.32,0.05,1.69,0.16
182,2010,0,0.17,0.02,0.05,0.32,0.39
182,2011,0,0.18,0.00,0.02,0.10,0.35
182,2012,0,0.11,-0.02,0.05,0.22,0.36
182,2013,0,0.18,0.01,0.04,0.17,0.17
182,2014,0,0.25,-0.08,0.05,0.62,0.29
182,2015,0,0.27,-0.01,0.07,1.44,0.36
183,2011,0,0.29,0.21,0.09,4.56,0.67
183,2012,0,0.20,0.27,0.09,3.51,0.64
183,2013,0,0.30,0.38,0.11,3.62,0.77
183,2014,0,0.37,0.41,0.11,7.00,0.77
183,2015,0,0.34,0.41,0.11,5.77,0.80
184,2010,0,-0.01,0.11,0.04,0.64,0.10
184,2011,0,-0.02,0.05,0.03,0.75,0.12
184,2012,0,-0.04,0.07,0.02,0.65,0.08
184,2013,0,0.00,0.06,0.05,0.63,0.11
184,2014,0,-0.01,0.04,0.05,0.66,0.10
184,2015,0,0.02,0.03,0.03,0.70,0.11
185,2010,0,0.10,0.16,0.06,1.43,0.24
185,2011,0,0.13,0.17,0.05,1.08,0.23
185,2012,0,0.07,0.13,0.05,0.82,0.21
185,2013,0,0.09,0.15,0.06,0.85,0.22
185,2014,0,0.08,0.09,0.02,1.05,0.27
185,2015,0,0.11,0.06,0.03,0.95,0.29
186,2010,0,0.04,0.42,0.08,1.20,0.43
186,2011,0,0.02,0.44,0.06,1.27,0.44
186,2013,0,0.01,0.50,0.07,1.13,0.45
186,2014,0,0.06,0.51,0.06,1.59,0.41
186,2015,0,0.16,0.21,0.06,1.72,0.29
187,2010,0,0.10,0.71,0.08,4.43,0.34
187,2011,0,0.11,0.66,0.07,3.37,0.30
187,2012,0,0.20,0.75,0.06,3.63,0.23
187,2013,0,0.25,0.74,0.05,2.92,0.27
187,2015,0,0.16,0.69,0.05,3.22,0.28
188,2010,0,0.13,0.55,0.06,1.74,0.24
188,2011,0,0.09,0.51,0.05,1.37,0.30
188,2012,0,0.09,0.30,0.03,1.22,0.20
188,2013,0,0.10,0.22,0.04,0.90,0.21
188,2014,0,0.11,0.23,0.03,1.20,0.24
188,2015,0,0.15,0.27,0.05,1.42,0.25
189,2010,0,-0.06,0.56,0.11,5.76,0.39
189,2011,0,-0.13,0.47,0.11,4.05,0.44
189,2012,0,-0.23,0.50,0.06,3.53,0.36
189,2013,0,-0.29,0.63,0.07,3.05,0.37
189,2014,0,-0.25,0.66,0.07,3.46,0.35
189,2015,0,-0.30,0.64,0.08,2.93,0.36
190,2010,0,-0.10,0.17,0.06,2.41,0.19
190,2011,0,-0.09,0.13,0.06,1.81,0.21
190,2012,0,-0.10,0.15,0.06,2.00,0.22
190,2013,0,-0.07,0.21,0.06,1.35,0.21
190,2014,0,0.00,0.20,0.05,1.52,0.22
190,2015,0,-0.01,0.24,0.06,1.36,0.20
191,2010,0,0.06,0.32,0.05,2.49,0.23
191,2011,0,0.09,0.33,0.04,1.95,0.19
191,2012,0,0.20,0.36,0.02,1.74,0.16
191,2013,0,0.21,0.25,0.04,1.68,0.20
191,2014,0,0.18,0.26,0.03,1.70,0.21
191,2015,0,0.23,0.29,0.04,2.20,0.20
192,2010,0,0.05,0.15,0.01,0.78,0.22
192,2011,0,0.01,0.14,0.04,0.68,0.28
192,2012,0,0.02,0.16,0.05,0.89,0.09
192,2013,0,0.03,0.13,0.06,0.41,0.12
192,2014,0,0.02,0.12,0.04,0.48,0.11
192,2015,0,0.03,0.10,0.04,0.64,0.13
193,2011,0,0.25,0.16,0.05,0.48,0.29
193,2012,0,0.24,0.12,0.07,0.74,0.30
193,2013,0,0.24,0.14,0.04,0.46,0.27
193,2014,0,0.20,0.16,0.05,0.61,0.26
194,2009,0,0.19,-1.80,0.11,0.65,0.47
195,2010,0,0.01,0.47,0.06,1.67,0.28
195,2012,0,0.14,0.30,0.04,2.33,0.17
195,2013,0,0.13,0.24,0.03,0.70,0.17
195,2014,0,0.15,0.29,0.04,1.74,0.20
195,2015,0,0.16,0.35,0.06,2.61,0.20
196,2010,0,0.00,0.50,0.07,2.03,0.29
196,2011,0,-0.02,0.55,0.06,1.14,0.27
196,2012,0,-0.02,0.55,0.04,0.85,0.29
196,2013,0,-0.03,0.54,0.05,1.01,0.30
196,2014,0,0.04,0.51,0.05,0.66,0.27
197,2010,0,0.04,0.22,0.05,0.95,0.30
